"~id",text,~label
197,That it should come to this!.,Tweet
198,Now is the winter of our discontent.,Tweet
199,"The world is grown so bad, that wrens make prey where eagles dare not perch.",Tweet
200,"The world is grown so bad, that wrens make prey where eagles dare not perch.",Tweet
201,"To be, or not to be: that is the question.",Tweet
202,Not stepping o'er the bounds of modesty.,Tweet
203,"So wise so young, they say, do never live long.",Tweet
204,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts.",Tweet
205,"So wise so young, they say, do never live long.",Tweet
206,"To be, or not to be: that is the question.",Tweet
207,Not stepping o'er the bounds of modesty.,Tweet
208,Do you think I am easier to be played on than a pipe?,Tweet
209,For you and I are past our dancing days.,Tweet
210,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude.",Tweet
211,Do you think I am easier to be played on than a pipe?,Tweet
212,Rich gifts wax poor when givers prove unkind.,Tweet
213,"There is nothing either good or bad, but thinking makes it so.",Tweet
214,"An honest tale speeds best, being plainly told.",Tweet
215,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!.",Tweet
216,"The fool doth think he is wise, but the wise man knows himself to be a fool.",Tweet
217,Tempt not a desperate man.,Tweet
218,For ever and a day.,Tweet
219,Now is the winter of our discontent.,Tweet
220,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!.",Tweet
221,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts.",Tweet
222,Rich gifts wax poor when givers prove unkind.,Tweet
223,Off with his head!,Tweet
224,O! she doth teach the torches to burn bright.,Tweet
225,"So wise so young, they say, do never live long.",Tweet
226,Not stepping o'er the bounds of modesty.,Tweet
227,Tempt not a desperate man.,Tweet
228,Off with his head!,Tweet
229,That it should come to this!.,Tweet
230,Can one desire too much of a good thing?.,Tweet
231,I like this place and willingly could waste my time in it.,Tweet
232,Brevity is the soul of wit.,Tweet
233,Rich gifts wax poor when givers prove unkind.,Tweet
234,For ever and a day.,Tweet
235,For ever and a day.,Tweet
236,"O Romeo, Romeo! wherefore art thou Romeo?.",Tweet
237,"The world is grown so bad, that wrens make prey where eagles dare not perch.",Tweet
238,Brevity is the soul of wit.,Tweet
239,How bitter a thing it is to look into happiness through another man's eyes!,Tweet
240,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts.",Tweet
241,Now is the winter of our discontent.,Tweet
242,The king's name is a tower of strength.,Tweet
243,For you and I are past our dancing days.,Tweet
244,"Conscience is but a word that cowards use, devised at first to keep the strong in awe.",Tweet
245,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude.",Tweet
246,The play 's the thing wherein I'll catch the conscience of the king.,Tweet
247,Wisely and slow; they stumble that run fast.,Tweet
248,"O Romeo, Romeo! wherefore art thou Romeo?.",Tweet
249,Rich gifts wax poor when givers prove unkind.,Tweet
250,Now is the winter of our discontent.,Tweet
251,"A little more than kin, and less than kind.",Tweet
252,Brevity is the soul of wit.,Tweet
253,"To be, or not to be: that is the question.",Tweet
254,"The fool doth think he is wise, but the wise man knows himself to be a fool.",Tweet
255,How bitter a thing it is to look into happiness through another man's eyes!,Tweet
256,The king's name is a tower of strength.,Tweet
257,Tempt not a desperate man.,Tweet
258,Do you think I am easier to be played on than a pipe?,Tweet
259,Off with his head!,Tweet
260,What's in a name? That which we call a rose by any other name would smell as sweet.,Tweet
261,A horse! a horse! my kingdom for a horse!.,Tweet
262,A horse! a horse! my kingdom for a horse!.,Tweet
263,Can one desire too much of a good thing?.,Tweet
264,Wisely and slow; they stumble that run fast.,Tweet
265,Off with his head!,Tweet
266,"So wise so young, they say, do never live long.",Tweet
267,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts.",Tweet
268,I like this place and willingly could waste my time in it.,Tweet
269,For you and I are past our dancing days.,Tweet
270,"The fool doth think he is wise, but the wise man knows himself to be a fool.",Tweet
271,Not stepping o'er the bounds of modesty.,Tweet
272,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow.",Tweet
273,"The lady doth protest too much, methinks.",Tweet
274,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow.",Tweet
275,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude.",Tweet
276,Wisely and slow; they stumble that run fast.,Tweet
277,"So wise so young, they say, do never live long.",Tweet
278,"The lady doth protest too much, methinks.",Tweet
279,A horse! a horse! my kingdom for a horse!.,Tweet
280,"There is nothing either good or bad, but thinking makes it so.",Tweet
281,"To be, or not to be: that is the question.",Tweet
282,For ever and a day.,Tweet
283,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude.",Tweet
284,A horse! a horse! my kingdom for a horse!.,Tweet
285,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!.",Tweet
286,In my mind's eye.,Tweet
287,"To be, or not to be: that is the question.",Tweet
288,For you and I are past our dancing days.,Tweet
289,"O Romeo, Romeo! wherefore art thou Romeo?.",Tweet
290,"To be, or not to be: that is the question.",Tweet
291,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!.",Tweet
292,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts.",Tweet
293,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry.",Tweet
294,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude.",Tweet
295,Do you think I am easier to be played on than a pipe?,Tweet
296,That it should come to this!.,Tweet
297,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow.",Tweet
298,"Conscience is but a word that cowards use, devised at first to keep the strong in awe.",Tweet
299,"So wise so young, they say, do never live long.",Tweet
300,In my mind's eye.,Tweet
301,"O Romeo, Romeo! wherefore art thou Romeo?.",Tweet
302,How bitter a thing it is to look into happiness through another man's eyes!,Tweet
303,Off with his head!,Tweet
304,"Conscience is but a word that cowards use, devised at first to keep the strong in awe.",Tweet
305,"So wise so young, they say, do never live long.",Tweet
306,This above all: to thine own self be true.,Tweet
307,"The lady doth protest too much, methinks.",Tweet
308,For you and I are past our dancing days.,Tweet
309,I like this place and willingly could waste my time in it.,Tweet
310,How bitter a thing it is to look into happiness through another man's eyes!,Tweet
311,"The fool doth think he is wise, but the wise man knows himself to be a fool.",Tweet
312,For ever and a day.,Tweet
313,"It is the east, and Juliet is the sun.",Tweet
314,"Conscience is but a word that cowards use, devised at first to keep the strong in awe.",Tweet
315,What's in a name? That which we call a rose by any other name would smell as sweet.,Tweet
316,"The lady doth protest too much, methinks.",Tweet
317,For ever and a day.,Tweet
318,"Conscience is but a word that cowards use, devised at first to keep the strong in awe.",Tweet
319,"An honest tale speeds best, being plainly told.",Tweet
320,"The world is grown so bad, that wrens make prey where eagles dare not perch.",Tweet
321,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts.",Tweet
322,Now is the winter of our discontent.,Tweet
323,"An honest tale speeds best, being plainly told.",Tweet
324,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow.",Tweet
325,Do you think I am easier to be played on than a pipe?,Tweet
326,"The lady doth protest too much, methinks.",Tweet
327,Not stepping o'er the bounds of modesty.,Tweet
328,Brevity is the soul of wit.,Tweet
329,O! she doth teach the torches to burn bright.,Tweet
330,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude.",Tweet
331,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!.",Tweet
332,A horse! a horse! my kingdom for a horse!.,Tweet
333,For you and I are past our dancing days.,Tweet
334,Can one desire too much of a good thing?.,Tweet
335,How bitter a thing it is to look into happiness through another man's eyes!,Tweet
336,"O Romeo, Romeo! wherefore art thou Romeo?.",Tweet
337,For ever and a day.,Tweet
338,"When sorrows come, they come not single spies, but in battalions.",Tweet
339,"So wise so young, they say, do never live long.",Tweet
340,The king's name is a tower of strength.,Tweet
341,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! .",Tweet
342,"Conscience is but a word that cowards use, devised at first to keep the strong in awe.",Tweet
343,"The world is grown so bad, that wrens make prey where eagles dare not perch.",Tweet
344,Not stepping o'er the bounds of modesty.,Tweet
345,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry.",Tweet
346,"The fool doth think he is wise, but the wise man knows himself to be a fool.",Tweet
347,"Conscience is but a word that cowards use, devised at first to keep the strong in awe.",Tweet
348,Now is the winter of our discontent.,Tweet
349,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.,Tweet
350,I like this place and willingly could waste my time in it.,Tweet
351,"The world is grown so bad, that wrens make prey where eagles dare not perch.",Tweet
352,For ever and a day.,Tweet
353,Do you think I am easier to be played on than a pipe?,Tweet
354,"The world is grown so bad, that wrens make prey where eagles dare not perch.",Tweet
355,This above all: to thine own self be true.,Tweet
356,"The lady doth protest too much, methinks.",Tweet
357,How bitter a thing it is to look into happiness through another man's eyes!,Tweet
358,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! .",Tweet
359,For ever and a day.,Tweet
360,Off with his head!,Tweet
361,Not stepping o'er the bounds of modesty.,Tweet
362,How bitter a thing it is to look into happiness through another man's eyes!,Tweet
363,"I will speak daggers to her, but use none.",Tweet
364,The king's name is a tower of strength.,Tweet
365,"The fool doth think he is wise, but the wise man knows himself to be a fool.",Tweet
366,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts.",Tweet
367,"And it must follow, as the night the day, thou canst not then be false to any man.",Tweet
368,How bitter a thing it is to look into happiness through another man's eyes!,Tweet
369,Off with his head!,Tweet
370,"Conscience is but a word that cowards use, devised at first to keep the strong in awe.",Tweet
371,Off with his head!,Tweet
372,"An honest tale speeds best, being plainly told.",Tweet
373,What's in a name? That which we call a rose by any other name would smell as sweet.,Tweet
374,How bitter a thing it is to look into happiness through another man's eyes!,Tweet
375,How bitter a thing it is to look into happiness through another man's eyes!,Tweet
376,"The world is grown so bad, that wrens make prey where eagles dare not perch.",Tweet
377,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.,Tweet
378,The king's name is a tower of strength.,Tweet
379,The king's name is a tower of strength.,Tweet
380,"So wise so young, they say, do never live long.",Tweet
381,Off with his head!,Tweet
382,"And it must follow, as the night the day, thou canst not then be false to any man.",Tweet
383,Can one desire too much of a good thing?.,Tweet
384,For ever and a day.,Tweet
385,"The lady doth protest too much, methinks.",Tweet
386,"To be, or not to be: that is the question.",Tweet
387,"When sorrows come, they come not single spies, but in battalions.",Tweet
388,"There is nothing either good or bad, but thinking makes it so.",Tweet
389,How bitter a thing it is to look into happiness through another man's eyes!,Tweet
390,"There is nothing either good or bad, but thinking makes it so.",Tweet
391,"O Romeo, Romeo! wherefore art thou Romeo?.",Tweet
392,"When sorrows come, they come not single spies, but in battalions.",Tweet
393,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!.",Tweet
394,Can one desire too much of a good thing?.,Tweet
395,"So wise so young, they say, do never live long.",Tweet
396,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! .",Tweet
397,"Conscience is but a word that cowards use, devised at first to keep the strong in awe.",Tweet
398,What's in a name? That which we call a rose by any other name would smell as sweet.,Tweet
399,Can one desire too much of a good thing?.,Tweet
400,I like this place and willingly could waste my time in it.,Tweet
401,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! .",Tweet
402,Rich gifts wax poor when givers prove unkind.,Tweet
403,Off with his head!,Tweet
404,"I will speak daggers to her, but use none.",Tweet
405,I like this place and willingly could waste my time in it.,Tweet
406,How bitter a thing it is to look into happiness through another man's eyes!,Tweet
407,Wisely and slow; they stumble that run fast.,Tweet
408,"The lady doth protest too much, methinks.",Tweet
409,Can one desire too much of a good thing?.,Tweet
410,Tempt not a desperate man.,Tweet
411,"O Romeo, Romeo! wherefore art thou Romeo?.",Tweet
412,"The fool doth think he is wise, but the wise man knows himself to be a fool.",Tweet
413,O! she doth teach the torches to burn bright.,Tweet
414,Now is the winter of our discontent.,Tweet
415,"It is the east, and Juliet is the sun.",Tweet
416,Off with his head!,Tweet
417,How bitter a thing it is to look into happiness through another man's eyes!,Tweet
418,Tempt not a desperate man.,Tweet
419,"When sorrows come, they come not single spies, but in battalions.",Tweet
420,"Conscience is but a word that cowards use, devised at first to keep the strong in awe.",Tweet
421,Can one desire too much of a good thing?.,Tweet
422,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts.",Tweet
423,Rich gifts wax poor when givers prove unkind.,Tweet
424,For you and I are past our dancing days.,Tweet
425,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow.",Tweet
426,I like this place and willingly could waste my time in it.,Tweet
427,"The world is grown so bad, that wrens make prey where eagles dare not perch.",Tweet
428,"So wise so young, they say, do never live long.",Tweet
429,"The fool doth think he is wise, but the wise man knows himself to be a fool.",Tweet
430,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.,Tweet
431,How bitter a thing it is to look into happiness through another man's eyes!,Tweet
432,"Conscience is but a word that cowards use, devised at first to keep the strong in awe.",Tweet
433,Tempt not a desperate man.,Tweet
434,This above all: to thine own self be true.,Tweet
435,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! .",Tweet
436,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry.",Tweet
437,Off with his head!,Tweet
438,A horse! a horse! my kingdom for a horse!.,Tweet
439,I like this place and willingly could waste my time in it.,Tweet
440,Now is the winter of our discontent.,Tweet
441,Can one desire too much of a good thing?.,Tweet
442,Do you think I am easier to be played on than a pipe?,Tweet
443,I like this place and willingly could waste my time in it.,Tweet
444,For you and I are past our dancing days.,Tweet
445,Off with his head!,Tweet
446,"The lady doth protest too much, methinks.",Tweet
447,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow.",Tweet
448,Off with his head!,Tweet
449,"I will speak daggers to her, but use none.",Tweet
450,"So wise so young, they say, do never live long.",Tweet
451,"So wise so young, they say, do never live long.",Tweet
452,Not stepping o'er the bounds of modesty.,Tweet
453,Can one desire too much of a good thing?.,Tweet
454,What's in a name? That which we call a rose by any other name would smell as sweet.,Tweet
455,What's in a name? That which we call a rose by any other name would smell as sweet.,Tweet
456,The king's name is a tower of strength.,Tweet
457,"Conscience is but a word that cowards use, devised at first to keep the strong in awe.",Tweet
458,Off with his head!,Tweet
459,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts.",Tweet
460,True is it that we have seen better days.,Tweet
461,"The world is grown so bad, that wrens make prey where eagles dare not perch.",Tweet
462,Not stepping o'er the bounds of modesty.,Tweet
463,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!.",Tweet
464,True is it that we have seen better days.,Tweet
465,For you and I are past our dancing days.,Tweet
466,"So wise so young, they say, do never live long.",Tweet
467,Off with his head!,Tweet
468,A horse! a horse! my kingdom for a horse!.,Tweet
469,Wisely and slow; they stumble that run fast.,Tweet
470,Not stepping o'er the bounds of modesty.,Tweet
471,"Conscience is but a word that cowards use, devised at first to keep the strong in awe.",Tweet
472,Wisely and slow; they stumble that run fast.,Tweet
473,I like this place and willingly could waste my time in it.,Tweet
474,Brevity is the soul of wit.,Tweet
475,O! she doth teach the torches to burn bright.,Tweet
476,For you and I are past our dancing days.,Tweet
477,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.,Tweet
478,Now is the winter of our discontent.,Tweet
479,"Conscience is but a word that cowards use, devised at first to keep the strong in awe.",Tweet
480,"Conscience is but a word that cowards use, devised at first to keep the strong in awe.",Tweet
481,Off with his head!,Tweet
482,"So wise so young, they say, do never live long.",Tweet
483,Do you think I am easier to be played on than a pipe?,Tweet
484,"The fool doth think he is wise, but the wise man knows himself to be a fool.",Tweet
485,"I will speak daggers to her, but use none.",Tweet
486,I like this place and willingly could waste my time in it.,Tweet
487,Not stepping o'er the bounds of modesty.,Tweet
488,"A little more than kin, and less than kind.",Tweet
489,A horse! a horse! my kingdom for a horse!.,Tweet
490,The play 's the thing wherein I'll catch the conscience of the king.,Tweet
491,For you and I are past our dancing days.,Tweet
492,Tempt not a desperate man.,Tweet
493,Rich gifts wax poor when givers prove unkind.,Tweet
494,"The fool doth think he is wise, but the wise man knows himself to be a fool.",Tweet
495,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts.",Tweet
496,Can one desire too much of a good thing?.,Tweet
497,"To be, or not to be: that is the question.",Tweet
498,O! she doth teach the torches to burn bright.,Tweet
499,A horse! a horse! my kingdom for a horse!.,Tweet
500,This above all: to thine own self be true.,Tweet
501,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love.",Tweet
502,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! .",Tweet
503,For ever and a day.,Tweet
504,A horse! a horse! my kingdom for a horse!.,Tweet
505,"I will speak daggers to her, but use none.",Tweet
506,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts.",Tweet
507,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts.",Tweet
508,Tempt not a desperate man.,Tweet
509,For you and I are past our dancing days.,Tweet
510,This above all: to thine own self be true.,Tweet
511,Wisely and slow; they stumble that run fast.,Tweet
512,How bitter a thing it is to look into happiness through another man's eyes!,Tweet
513,I like this place and willingly could waste my time in it.,Tweet
514,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude.",Tweet
515,"An honest tale speeds best, being plainly told.",Tweet
516,"The fool doth think he is wise, but the wise man knows himself to be a fool.",Tweet
517,"An honest tale speeds best, being plainly told.",Tweet
518,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude.",Tweet
519,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude.",Tweet
520,"When sorrows come, they come not single spies, but in battalions.",Tweet
521,"The lady doth protest too much, methinks.",Tweet
522,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts.",Tweet
523,Brevity is the soul of wit.,Tweet
524,"Conscience is but a word that cowards use, devised at first to keep the strong in awe.",Tweet
525,"The world is grown so bad, that wrens make prey where eagles dare not perch.",Tweet
526,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts.",Tweet
527,"And it must follow, as the night the day, thou canst not then be false to any man.",Tweet
528,Off with his head!,Tweet
529,For ever and a day.,Tweet
530,"Conscience is but a word that cowards use, devised at first to keep the strong in awe.",Tweet
531,What's in a name? That which we call a rose by any other name would smell as sweet.,Tweet
532,Can one desire too much of a good thing?.,Tweet
533,"O Romeo, Romeo! wherefore art thou Romeo?.",Tweet
534,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts.",Tweet
535,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude.",Tweet
536,"Though this be madness, yet there is method in 't.",Tweet
537,The king's name is a tower of strength.,Tweet
538,Can one desire too much of a good thing?.,Tweet
539,I like this place and willingly could waste my time in it.,Tweet
540,"When sorrows come, they come not single spies, but in battalions.",Tweet
541,What's in a name? That which we call a rose by any other name would smell as sweet.,Tweet
542,What's in a name? That which we call a rose by any other name would smell as sweet.,Tweet
543,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts.",Tweet
544,"The fool doth think he is wise, but the wise man knows himself to be a fool.",Tweet
545,I like this place and willingly could waste my time in it.,Tweet
546,"It is the east, and Juliet is the sun.",Tweet
547,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts.",Tweet
548,"To be, or not to be: that is the question.",Tweet
549,O! she doth teach the torches to burn bright.,Tweet
550,Brevity is the soul of wit.,Tweet
551,Do you think I am easier to be played on than a pipe?,Tweet
552,Off with his head!,Tweet
553,This above all: to thine own self be true.,Tweet
554,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love.",Tweet
555,The king's name is a tower of strength.,Tweet
556,Can one desire too much of a good thing?.,Tweet
557,"There is nothing either good or bad, but thinking makes it so.",Tweet
558,A horse! a horse! my kingdom for a horse!.,Tweet
559,Off with his head!,Tweet
560,Tempt not a desperate man.,Tweet
561,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love.",Tweet
562,Off with his head!,Tweet
563,"It is the east, and Juliet is the sun.",Tweet
564,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow.",Tweet
565,The king's name is a tower of strength.,Tweet
566,Now is the winter of our discontent.,Tweet
567,A horse! a horse! my kingdom for a horse!.,Tweet
568,Can one desire too much of a good thing?.,Tweet
569,"Though this be madness, yet there is method in 't.",Tweet
570,"The world is grown so bad, that wrens make prey where eagles dare not perch.",Tweet
571,True is it that we have seen better days.,Tweet
572,O! she doth teach the torches to burn bright.,Tweet
573,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow.",Tweet
574,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude.",Tweet
575,"O Romeo, Romeo! wherefore art thou Romeo?.",Tweet
576,Tempt not a desperate man.,Tweet
577,Can one desire too much of a good thing?.,Tweet
578,"The fool doth think he is wise, but the wise man knows himself to be a fool.",Tweet
579,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love.",Tweet
580,"When sorrows come, they come not single spies, but in battalions.",Tweet
581,Can one desire too much of a good thing?.,Tweet
582,"An honest tale speeds best, being plainly told.",Tweet
583,"I will speak daggers to her, but use none.",Tweet
584,Not stepping o'er the bounds of modesty.,Tweet
585,Now is the winter of our discontent.,Tweet
586,The king's name is a tower of strength.,Tweet
587,"When sorrows come, they come not single spies, but in battalions.",Tweet
588,Wisely and slow; they stumble that run fast.,Tweet
589,For ever and a day.,Tweet
590,"A little more than kin, and less than kind.",Tweet
591,Wisely and slow; they stumble that run fast.,Tweet
592,O! she doth teach the torches to burn bright.,Tweet
593,"So wise so young, they say, do never live long.",Tweet
594,Now is the winter of our discontent.,Tweet
595,"So wise so young, they say, do never live long.",Tweet
596,"And it must follow, as the night the day, thou canst not then be false to any man.",Tweet
597,Do you think I am easier to be played on than a pipe?,Tweet
598,True is it that we have seen better days.,Tweet
599,"So wise so young, they say, do never live long.",Tweet
600,"A little more than kin, and less than kind.",Tweet
601,Off with his head!,Tweet
602,"So wise so young, they say, do never live long.",Tweet
603,"Though this be madness, yet there is method in 't.",Tweet
604,"It is the east, and Juliet is the sun.",Tweet
605,"The fool doth think he is wise, but the wise man knows himself to be a fool.",Tweet
606,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love.",Tweet
607,"So wise so young, they say, do never live long.",Tweet
608,For ever and a day.,Tweet
609,"And it must follow, as the night the day, thou canst not then be false to any man.",Tweet
610,Off with his head!,Tweet
611,For ever and a day.,Tweet
612,For ever and a day.,Tweet
613,"To be, or not to be: that is the question.",Tweet
614,Can one desire too much of a good thing?.,Tweet
615,Wisely and slow; they stumble that run fast.,Tweet
616,What's in a name? That which we call a rose by any other name would smell as sweet.,Tweet
617,Tempt not a desperate man.,Tweet
618,"I will speak daggers to her, but use none.",Tweet
619,For ever and a day.,Tweet
620,"The lady doth protest too much, methinks.",Tweet
621,"To be, or not to be: that is the question.",Tweet
622,How bitter a thing it is to look into happiness through another man's eyes!,Tweet
623,"So wise so young, they say, do never live long.",Tweet
624,Off with his head!,Tweet
625,True is it that we have seen better days.,Tweet
626,"The fool doth think he is wise, but the wise man knows himself to be a fool.",Tweet
627,This above all: to thine own self be true.,Tweet
628,Off with his head!,Tweet
629,The play 's the thing wherein I'll catch the conscience of the king.,Tweet
630,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts.",Tweet
631,Now is the winter of our discontent.,Tweet
632,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude.",Tweet
633,Now is the winter of our discontent.,Tweet
634,"An honest tale speeds best, being plainly told.",Tweet
635,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude.",Tweet
636,Tempt not a desperate man.,Tweet
637,"I will speak daggers to her, but use none.",Tweet
638,Wisely and slow; they stumble that run fast.,Tweet
639,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude.",Tweet
640,How bitter a thing it is to look into happiness through another man's eyes!,Tweet
641,In my mind's eye.,Tweet
642,Now is the winter of our discontent.,Tweet
643,"The world is grown so bad, that wrens make prey where eagles dare not perch.",Tweet
644,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!.",Tweet
