"~id",~label,~from,~to
User82LikesTweet1127,Likes,82,1127
User107LikesTweet584,Likes,107,584
User134LikesTweet1397,Likes,134,1397
User54LikesTweet1493,Likes,54,1493
User49LikesTweet1556,Likes,49,1556
User20LikesTweet832,Likes,20,832
User58LikesTweet464,Likes,58,464
User75LikesTweet1287,Likes,75,1287
User49LikesTweet949,Likes,49,949
User13LikesTweet216,Likes,13,216
User118LikesTweet1358,Likes,118,1358
User36LikesTweet786,Likes,36,786
User54LikesTweet882,Likes,54,882
User140LikesTweet376,Likes,140,376
User51LikesTweet828,Likes,51,828
User121LikesTweet187,Likes,121,187
User124LikesTweet1310,Likes,124,1310
User2LikesTweet990,Likes,2,990
User63LikesTweet676,Likes,63,676
User78LikesTweet1372,Likes,78,1372
User52LikesTweet978,Likes,52,978
User35LikesTweet344,Likes,35,344
User81LikesTweet327,Likes,81,327
User12LikesTweet359,Likes,12,359
User25LikesTweet702,Likes,25,702
User62LikesTweet1455,Likes,62,1455
User148LikesTweet1014,Likes,148,1014
User13LikesTweet1043,Likes,13,1043
User8LikesTweet858,Likes,8,858
User141LikesTweet567,Likes,141,567
User6LikesTweet372,Likes,6,372
User22LikesTweet971,Likes,22,971
User109LikesTweet196,Likes,109,196
User21LikesTweet1531,Likes,21,1531
User69LikesTweet587,Likes,69,587
User60LikesTweet181,Likes,60,181
User19LikesTweet1220,Likes,19,1220
User104LikesTweet1153,Likes,104,1153
User37LikesTweet1582,Likes,37,1582
User117LikesTweet465,Likes,117,465
User88LikesTweet1631,Likes,88,1631
User53LikesTweet254,Likes,53,254
User37LikesTweet662,Likes,37,662
User29LikesTweet1308,Likes,29,1308
User47LikesTweet247,Likes,47,247
User12LikesTweet159,Likes,12,159
User55LikesTweet1218,Likes,55,1218
User37LikesTweet517,Likes,37,517
User20LikesTweet507,Likes,20,507
User95LikesTweet580,Likes,95,580
User4LikesTweet1477,Likes,4,1477
User57LikesTweet1158,Likes,57,1158
User13LikesTweet761,Likes,13,761
User80LikesTweet1521,Likes,80,1521
User123LikesTweet366,Likes,123,366
User66LikesTweet1372,Likes,66,1372
User16LikesTweet666,Likes,16,666
User45LikesTweet1118,Likes,45,1118
User87LikesTweet711,Likes,87,711
User66LikesTweet1499,Likes,66,1499
User125LikesTweet1100,Likes,125,1100
User108LikesTweet1189,Likes,108,1189
User4LikesTweet626,Likes,4,626
User42LikesTweet1422,Likes,42,1422
User96LikesTweet1473,Likes,96,1473
User51LikesTweet646,Likes,51,646
User69LikesTweet271,Likes,69,271
User83LikesTweet337,Likes,83,337
User39LikesTweet1124,Likes,39,1124
User149LikesTweet385,Likes,149,385
User74LikesTweet820,Likes,74,820
User91LikesTweet984,Likes,91,984
User36LikesTweet498,Likes,36,498
User59LikesTweet1011,Likes,59,1011
User40LikesTweet448,Likes,40,448
User52LikesTweet752,Likes,52,752
User114LikesTweet234,Likes,114,234
User63LikesTweet870,Likes,63,870
User47LikesTweet827,Likes,47,827
User91LikesTweet1621,Likes,91,1621
User128LikesTweet722,Likes,128,722
User85LikesTweet1474,Likes,85,1474
User41LikesTweet760,Likes,41,760
User147LikesTweet1553,Likes,147,1553
User80LikesTweet1041,Likes,80,1041
User142LikesTweet431,Likes,142,431
User35LikesTweet545,Likes,35,545
User25LikesTweet280,Likes,25,280
User124LikesTweet1298,Likes,124,1298
User122LikesTweet1039,Likes,122,1039
User6LikesTweet1599,Likes,6,1599
User26LikesTweet1615,Likes,26,1615
User22LikesTweet1231,Likes,22,1231
User57LikesTweet639,Likes,57,639
User101LikesTweet1346,Likes,101,1346
User53LikesTweet1326,Likes,53,1326
User66LikesTweet928,Likes,66,928
User21LikesTweet379,Likes,21,379
User24LikesTweet1010,Likes,24,1010
User32LikesTweet818,Likes,32,818
User117LikesTweet695,Likes,117,695
User56LikesTweet730,Likes,56,730
User12LikesTweet561,Likes,12,561
User129LikesTweet845,Likes,129,845
User47LikesTweet1008,Likes,47,1008
User125LikesTweet586,Likes,125,586
User15LikesTweet1358,Likes,15,1358
User40LikesTweet1016,Likes,40,1016
User97LikesTweet154,Likes,97,154
User75LikesTweet856,Likes,75,856
User29LikesTweet1193,Likes,29,1193
User63LikesTweet504,Likes,63,504
User58LikesTweet283,Likes,58,283
User62LikesTweet917,Likes,62,917
User118LikesTweet395,Likes,118,395
User63LikesTweet862,Likes,63,862
User41LikesTweet1438,Likes,41,1438
User100LikesTweet802,Likes,100,802
User122LikesTweet364,Likes,122,364
User83LikesTweet166,Likes,83,166
User101LikesTweet978,Likes,101,978
User76LikesTweet296,Likes,76,296
User113LikesTweet1578,Likes,113,1578
User129LikesTweet1312,Likes,129,1312
User140LikesTweet290,Likes,140,290
User24LikesTweet1318,Likes,24,1318
User34LikesTweet354,Likes,34,354
User2LikesTweet269,Likes,2,269
User145LikesTweet1499,Likes,145,1499
User54LikesTweet1015,Likes,54,1015
User82LikesTweet425,Likes,82,425
User97LikesTweet1060,Likes,97,1060
User84LikesTweet1188,Likes,84,1188
User59LikesTweet537,Likes,59,537
User149LikesTweet364,Likes,149,364
User81LikesTweet1211,Likes,81,1211
User130LikesTweet646,Likes,130,646
User11LikesTweet1584,Likes,11,1584
User117LikesTweet1505,Likes,117,1505
User132LikesTweet1237,Likes,132,1237
User58LikesTweet466,Likes,58,466
User102LikesTweet1176,Likes,102,1176
User109LikesTweet1500,Likes,109,1500
User111LikesTweet859,Likes,111,859
User62LikesTweet911,Likes,62,911
User10LikesTweet1491,Likes,10,1491
User146LikesTweet202,Likes,146,202
User89LikesTweet388,Likes,89,388
User8LikesTweet339,Likes,8,339
User37LikesTweet1234,Likes,37,1234
User74LikesTweet1146,Likes,74,1146
User126LikesTweet255,Likes,126,255
User58LikesTweet1411,Likes,58,1411
User56LikesTweet491,Likes,56,491
User121LikesTweet752,Likes,121,752
User35LikesTweet1038,Likes,35,1038
User104LikesTweet1237,Likes,104,1237
User10LikesTweet1347,Likes,10,1347
User23LikesTweet656,Likes,23,656
User56LikesTweet1001,Likes,56,1001
User63LikesTweet160,Likes,63,160
User97LikesTweet1067,Likes,97,1067
User33LikesTweet161,Likes,33,161
User99LikesTweet1394,Likes,99,1394
User99LikesTweet650,Likes,99,650
User11LikesTweet707,Likes,11,707
User147LikesTweet896,Likes,147,896
User71LikesTweet545,Likes,71,545
User59LikesTweet786,Likes,59,786
User50LikesTweet602,Likes,50,602
User128LikesTweet1236,Likes,128,1236
User123LikesTweet585,Likes,123,585
User92LikesTweet188,Likes,92,188
User146LikesTweet1049,Likes,146,1049
User147LikesTweet954,Likes,147,954
User123LikesTweet1525,Likes,123,1525
User7LikesTweet1454,Likes,7,1454
User20LikesTweet1178,Likes,20,1178
User51LikesTweet1038,Likes,51,1038
User106LikesTweet271,Likes,106,271
User142LikesTweet1423,Likes,142,1423
User53LikesTweet1647,Likes,53,1647
User50LikesTweet1004,Likes,50,1004
User22LikesTweet1365,Likes,22,1365
User51LikesTweet1341,Likes,51,1341
User121LikesTweet1091,Likes,121,1091
User64LikesTweet1130,Likes,64,1130
User13LikesTweet1002,Likes,13,1002
User149LikesTweet1481,Likes,149,1481
User12LikesTweet715,Likes,12,715
User57LikesTweet311,Likes,57,311
User6LikesTweet1489,Likes,6,1489
User124LikesTweet1111,Likes,124,1111
User110LikesTweet307,Likes,110,307
User50LikesTweet484,Likes,50,484
User117LikesTweet1217,Likes,117,1217
User27LikesTweet1508,Likes,27,1508
User54LikesTweet230,Likes,54,230
User21LikesTweet347,Likes,21,347
User2LikesTweet789,Likes,2,789
User80LikesTweet495,Likes,80,495
User62LikesTweet1263,Likes,62,1263
User141LikesTweet1174,Likes,141,1174
User135LikesTweet568,Likes,135,568
User3LikesTweet977,Likes,3,977
User10LikesTweet928,Likes,10,928
User117LikesTweet374,Likes,117,374
User104LikesTweet689,Likes,104,689
User78LikesTweet509,Likes,78,509
User37LikesTweet391,Likes,37,391
User92LikesTweet1421,Likes,92,1421
User145LikesTweet1530,Likes,145,1530
User67LikesTweet629,Likes,67,629
User93LikesTweet369,Likes,93,369
User49LikesTweet1521,Likes,49,1521
User126LikesTweet825,Likes,126,825
User122LikesTweet739,Likes,122,739
User137LikesTweet1244,Likes,137,1244
User97LikesTweet1604,Likes,97,1604
User91LikesTweet1223,Likes,91,1223
User30LikesTweet451,Likes,30,451
User100LikesTweet288,Likes,100,288
User65LikesTweet1558,Likes,65,1558
User60LikesTweet855,Likes,60,855
User72LikesTweet441,Likes,72,441
User79LikesTweet1021,Likes,79,1021
User147LikesTweet790,Likes,147,790
User112LikesTweet1352,Likes,112,1352
User104LikesTweet1349,Likes,104,1349
User2LikesTweet1178,Likes,2,1178
User132LikesTweet1448,Likes,132,1448
User120LikesTweet1194,Likes,120,1194
User71LikesTweet471,Likes,71,471
User17LikesTweet468,Likes,17,468
User90LikesTweet289,Likes,90,289
User141LikesTweet792,Likes,141,792
User23LikesTweet186,Likes,23,186
User104LikesTweet807,Likes,104,807
User115LikesTweet1346,Likes,115,1346
User124LikesTweet1074,Likes,124,1074
User103LikesTweet178,Likes,103,178
User86LikesTweet533,Likes,86,533
User144LikesTweet526,Likes,144,526
User32LikesTweet505,Likes,32,505
User98LikesTweet423,Likes,98,423
User132LikesTweet756,Likes,132,756
User107LikesTweet937,Likes,107,937
User61LikesTweet296,Likes,61,296
User74LikesTweet357,Likes,74,357
User74LikesTweet359,Likes,74,359
User64LikesTweet1476,Likes,64,1476
User106LikesTweet267,Likes,106,267
User60LikesTweet1475,Likes,60,1475
User44LikesTweet1637,Likes,44,1637
User130LikesTweet1252,Likes,130,1252
User45LikesTweet1591,Likes,45,1591
User8LikesTweet1310,Likes,8,1310
User4LikesTweet389,Likes,4,389
User143LikesTweet955,Likes,143,955
User116LikesTweet546,Likes,116,546
User73LikesTweet1119,Likes,73,1119
User138LikesTweet451,Likes,138,451
User57LikesTweet491,Likes,57,491
User68LikesTweet399,Likes,68,399
User28LikesTweet1523,Likes,28,1523
User122LikesTweet367,Likes,122,367
User48LikesTweet1383,Likes,48,1383
User136LikesTweet1023,Likes,136,1023
User2LikesTweet1539,Likes,2,1539
User2LikesTweet1169,Likes,2,1169
User145LikesTweet1484,Likes,145,1484
User41LikesTweet1585,Likes,41,1585
User47LikesTweet452,Likes,47,452
User141LikesTweet536,Likes,141,536
User33LikesTweet540,Likes,33,540
User110LikesTweet719,Likes,110,719
User53LikesTweet698,Likes,53,698
User29LikesTweet550,Likes,29,550
User2LikesTweet885,Likes,2,885
User6LikesTweet217,Likes,6,217
User88LikesTweet959,Likes,88,959
User73LikesTweet1601,Likes,73,1601
User53LikesTweet878,Likes,53,878
User76LikesTweet1283,Likes,76,1283
User92LikesTweet1409,Likes,92,1409
User90LikesTweet1034,Likes,90,1034
User86LikesTweet817,Likes,86,817
User92LikesTweet155,Likes,92,155
User55LikesTweet1200,Likes,55,1200
User69LikesTweet269,Likes,69,269
User49LikesTweet350,Likes,49,350
User51LikesTweet1000,Likes,51,1000
User88LikesTweet1009,Likes,88,1009
User84LikesTweet1361,Likes,84,1361
User119LikesTweet1267,Likes,119,1267
User9LikesTweet1237,Likes,9,1237
User90LikesTweet882,Likes,90,882
User116LikesTweet1484,Likes,116,1484
User16LikesTweet812,Likes,16,812
User113LikesTweet1126,Likes,113,1126
User142LikesTweet342,Likes,142,342
User138LikesTweet333,Likes,138,333
User20LikesTweet1430,Likes,20,1430
User65LikesTweet1419,Likes,65,1419
User47LikesTweet274,Likes,47,274
User20LikesTweet1385,Likes,20,1385
User24LikesTweet379,Likes,24,379
User113LikesTweet273,Likes,113,273
User46LikesTweet436,Likes,46,436
User8LikesTweet441,Likes,8,441
User43LikesTweet1023,Likes,43,1023
User88LikesTweet1238,Likes,88,1238
User2LikesTweet1531,Likes,2,1531
User41LikesTweet1271,Likes,41,1271
User110LikesTweet391,Likes,110,391
User69LikesTweet170,Likes,69,170
User71LikesTweet1549,Likes,71,1549
User83LikesTweet1012,Likes,83,1012
User56LikesTweet1193,Likes,56,1193
User110LikesTweet1440,Likes,110,1440
User72LikesTweet700,Likes,72,700
User127LikesTweet1126,Likes,127,1126
User89LikesTweet657,Likes,89,657
User144LikesTweet1630,Likes,144,1630
User79LikesTweet1417,Likes,79,1417
User131LikesTweet557,Likes,131,557
User146LikesTweet1117,Likes,146,1117
User76LikesTweet557,Likes,76,557
User53LikesTweet499,Likes,53,499
User30LikesTweet969,Likes,30,969
User66LikesTweet1055,Likes,66,1055
User106LikesTweet1154,Likes,106,1154
User17LikesTweet911,Likes,17,911
User115LikesTweet484,Likes,115,484
User48LikesTweet942,Likes,48,942
User71LikesTweet673,Likes,71,673
User111LikesTweet1489,Likes,111,1489
User123LikesTweet776,Likes,123,776
User89LikesTweet1033,Likes,89,1033
User13LikesTweet1321,Likes,13,1321
User89LikesTweet803,Likes,89,803
User6LikesTweet1249,Likes,6,1249
User117LikesTweet948,Likes,117,948
User31LikesTweet1048,Likes,31,1048
User108LikesTweet775,Likes,108,775
User144LikesTweet768,Likes,144,768
User28LikesTweet599,Likes,28,599
User75LikesTweet711,Likes,75,711
User36LikesTweet1420,Likes,36,1420
User140LikesTweet354,Likes,140,354
User67LikesTweet1553,Likes,67,1553
User57LikesTweet436,Likes,57,436
User87LikesTweet849,Likes,87,849
User104LikesTweet1327,Likes,104,1327
User14LikesTweet166,Likes,14,166
User61LikesTweet1495,Likes,61,1495
User73LikesTweet781,Likes,73,781
User38LikesTweet563,Likes,38,563
User38LikesTweet162,Likes,38,162
User67LikesTweet925,Likes,67,925
User138LikesTweet499,Likes,138,499
User139LikesTweet256,Likes,139,256
User87LikesTweet595,Likes,87,595
User15LikesTweet302,Likes,15,302
User101LikesTweet761,Likes,101,761
User91LikesTweet1634,Likes,91,1634
User64LikesTweet1361,Likes,64,1361
User87LikesTweet1551,Likes,87,1551
User22LikesTweet305,Likes,22,305
User142LikesTweet1589,Likes,142,1589
User78LikesTweet622,Likes,78,622
User130LikesTweet585,Likes,130,585
User58LikesTweet963,Likes,58,963
User94LikesTweet1554,Likes,94,1554
User25LikesTweet372,Likes,25,372
User29LikesTweet944,Likes,29,944
User51LikesTweet1007,Likes,51,1007
User143LikesTweet1629,Likes,143,1629
User124LikesTweet1222,Likes,124,1222
User76LikesTweet349,Likes,76,349
User88LikesTweet1129,Likes,88,1129
User143LikesTweet704,Likes,143,704
User140LikesTweet1542,Likes,140,1542
User88LikesTweet1307,Likes,88,1307
User45LikesTweet1274,Likes,45,1274
User57LikesTweet1323,Likes,57,1323
User28LikesTweet900,Likes,28,900
User98LikesTweet1292,Likes,98,1292
User140LikesTweet504,Likes,140,504
User104LikesTweet536,Likes,104,536
User141LikesTweet539,Likes,141,539
User121LikesTweet1118,Likes,121,1118
User27LikesTweet687,Likes,27,687
User42LikesTweet1322,Likes,42,1322
User69LikesTweet1027,Likes,69,1027
User45LikesTweet1273,Likes,45,1273
User128LikesTweet474,Likes,128,474
User90LikesTweet1014,Likes,90,1014
User11LikesTweet1287,Likes,11,1287
User113LikesTweet1149,Likes,113,1149
User101LikesTweet384,Likes,101,384
User1LikesTweet1335,Likes,1,1335
User61LikesTweet1043,Likes,61,1043
User66LikesTweet594,Likes,66,594
User134LikesTweet807,Likes,134,807
User51LikesTweet1476,Likes,51,1476
User78LikesTweet883,Likes,78,883
User143LikesTweet743,Likes,143,743
User75LikesTweet1212,Likes,75,1212
User118LikesTweet1472,Likes,118,1472
User75LikesTweet299,Likes,75,299
User122LikesTweet1017,Likes,122,1017
User17LikesTweet1570,Likes,17,1570
User23LikesTweet921,Likes,23,921
User73LikesTweet1046,Likes,73,1046
User3LikesTweet1282,Likes,3,1282
User142LikesTweet1418,Likes,142,1418
User128LikesTweet1126,Likes,128,1126
User80LikesTweet1606,Likes,80,1606
User44LikesTweet1307,Likes,44,1307
User141LikesTweet1295,Likes,141,1295
User97LikesTweet1344,Likes,97,1344
User67LikesTweet838,Likes,67,838
User103LikesTweet343,Likes,103,343
User120LikesTweet697,Likes,120,697
User12LikesTweet378,Likes,12,378
User81LikesTweet1221,Likes,81,1221
User75LikesTweet443,Likes,75,443
User141LikesTweet1046,Likes,141,1046
User23LikesTweet1283,Likes,23,1283
User54LikesTweet1409,Likes,54,1409
User102LikesTweet512,Likes,102,512
User50LikesTweet563,Likes,50,563
User132LikesTweet922,Likes,132,922
User104LikesTweet893,Likes,104,893
User133LikesTweet263,Likes,133,263
User41LikesTweet191,Likes,41,191
User128LikesTweet1127,Likes,128,1127
User125LikesTweet702,Likes,125,702
User17LikesTweet398,Likes,17,398
User19LikesTweet293,Likes,19,293
User120LikesTweet274,Likes,120,274
User115LikesTweet664,Likes,115,664
User70LikesTweet327,Likes,70,327
User72LikesTweet315,Likes,72,315
User96LikesTweet792,Likes,96,792
User22LikesTweet669,Likes,22,669
User17LikesTweet548,Likes,17,548
User79LikesTweet1096,Likes,79,1096
User79LikesTweet1046,Likes,79,1046
User72LikesTweet1141,Likes,72,1141
User149LikesTweet152,Likes,149,152
User74LikesTweet1508,Likes,74,1508
User56LikesTweet241,Likes,56,241
User92LikesTweet213,Likes,92,213
User51LikesTweet998,Likes,51,998
User26LikesTweet1017,Likes,26,1017
User116LikesTweet889,Likes,116,889
User21LikesTweet1425,Likes,21,1425
User48LikesTweet947,Likes,48,947
User102LikesTweet234,Likes,102,234
