"~id",~label,~from,~to
User139FollowsUser100,Follows,139,100
User21FollowsUser69,Follows,21,69
User132FollowsUser14,Follows,132,14
User63FollowsUser113,Follows,63,113
User112FollowsUser3,Follows,112,3
User48FollowsUser96,Follows,48,96
User92FollowsUser125,Follows,92,125
User116FollowsUser13,Follows,116,13
User69FollowsUser72,Follows,69,72
User71FollowsUser67,Follows,71,67
User54FollowsUser22,Follows,54,22
User66FollowsUser146,Follows,66,146
User24FollowsUser122,Follows,24,122
User105FollowsUser113,Follows,105,113
User78FollowsUser41,Follows,78,41
User29FollowsUser122,Follows,29,122
User5FollowsUser4,Follows,5,4
User79FollowsUser49,Follows,79,49
User36FollowsUser2,Follows,36,2
User125FollowsUser10,Follows,125,10
User126FollowsUser23,Follows,126,23
User45FollowsUser108,Follows,45,108
User21FollowsUser10,Follows,21,10
User58FollowsUser64,Follows,58,64
User79FollowsUser138,Follows,79,138
User40FollowsUser47,Follows,40,47
User90FollowsUser70,Follows,90,70
User10FollowsUser115,Follows,10,115
User57FollowsUser45,Follows,57,45
User61FollowsUser86,Follows,61,86
User135FollowsUser54,Follows,135,54
User124FollowsUser95,Follows,124,95
User37FollowsUser49,Follows,37,49
User2FollowsUser114,Follows,2,114
User75FollowsUser140,Follows,75,140
User18FollowsUser122,Follows,18,122
User121FollowsUser103,Follows,121,103
User12FollowsUser14,Follows,12,14
User34FollowsUser119,Follows,34,119
User50FollowsUser60,Follows,50,60
User26FollowsUser63,Follows,26,63
User60FollowsUser54,Follows,60,54
User58FollowsUser65,Follows,58,65
User58FollowsUser122,Follows,58,122
User53FollowsUser138,Follows,53,138
User10FollowsUser63,Follows,10,63
User132FollowsUser6,Follows,132,6
User138FollowsUser45,Follows,138,45
User77FollowsUser138,Follows,77,138
User31FollowsUser46,Follows,31,46
User95FollowsUser38,Follows,95,38
User51FollowsUser65,Follows,51,65
User17FollowsUser49,Follows,17,49
User147FollowsUser115,Follows,147,115
User55FollowsUser50,Follows,55,50
User65FollowsUser97,Follows,65,97
User39FollowsUser49,Follows,39,49
User75FollowsUser82,Follows,75,82
User47FollowsUser16,Follows,47,16
User64FollowsUser132,Follows,64,132
User36FollowsUser20,Follows,36,20
User73FollowsUser82,Follows,73,82
User127FollowsUser10,Follows,127,10
User18FollowsUser139,Follows,18,139
User84FollowsUser117,Follows,84,117
User108FollowsUser30,Follows,108,30
User103FollowsUser75,Follows,103,75
User99FollowsUser116,Follows,99,116
User21FollowsUser82,Follows,21,82
User15FollowsUser23,Follows,15,23
User12FollowsUser45,Follows,12,45
User58FollowsUser7,Follows,58,7
User20FollowsUser43,Follows,20,43
User62FollowsUser138,Follows,62,138
User111FollowsUser73,Follows,111,73
User141FollowsUser45,Follows,141,45
User78FollowsUser50,Follows,78,50
User70FollowsUser98,Follows,70,98
User125FollowsUser49,Follows,125,49
User54FollowsUser28,Follows,54,28
User90FollowsUser140,Follows,90,140
User86FollowsUser78,Follows,86,78
User128FollowsUser16,Follows,128,16
User14FollowsUser145,Follows,14,145
User22FollowsUser76,Follows,22,76
User71FollowsUser140,Follows,71,140
User30FollowsUser103,Follows,30,103
User97FollowsUser135,Follows,97,135
User103FollowsUser35,Follows,103,35
User48FollowsUser135,Follows,48,135
User100FollowsUser133,Follows,100,133
User118FollowsUser19,Follows,118,19
User6FollowsUser21,Follows,6,21
User1FollowsUser61,Follows,1,61
User108FollowsUser18,Follows,108,18
User86FollowsUser64,Follows,86,64
User89FollowsUser68,Follows,89,68
User131FollowsUser97,Follows,131,97
User13FollowsUser47,Follows,13,47
User143FollowsUser32,Follows,143,32
User9FollowsUser28,Follows,9,28
User39FollowsUser21,Follows,39,21
User23FollowsUser81,Follows,23,81
User35FollowsUser98,Follows,35,98
User111FollowsUser58,Follows,111,58
User34FollowsUser23,Follows,34,23
User147FollowsUser116,Follows,147,116
User64FollowsUser12,Follows,64,12
User130FollowsUser18,Follows,130,18
User129FollowsUser21,Follows,129,21
User102FollowsUser53,Follows,102,53
User68FollowsUser15,Follows,68,15
User78FollowsUser86,Follows,78,86
User69FollowsUser74,Follows,69,74
User81FollowsUser72,Follows,81,72
User117FollowsUser95,Follows,117,95
User114FollowsUser146,Follows,114,146
User83FollowsUser39,Follows,83,39
User114FollowsUser29,Follows,114,29
User96FollowsUser7,Follows,96,7
User64FollowsUser104,Follows,64,104
User11FollowsUser84,Follows,11,84
User70FollowsUser64,Follows,70,64
User136FollowsUser62,Follows,136,62
User76FollowsUser91,Follows,76,91
User49FollowsUser126,Follows,49,126
User123FollowsUser137,Follows,123,137
User96FollowsUser104,Follows,96,104
User31FollowsUser19,Follows,31,19
User131FollowsUser40,Follows,131,40
User8FollowsUser97,Follows,8,97
User63FollowsUser35,Follows,63,35
User36FollowsUser1,Follows,36,1
User17FollowsUser30,Follows,17,30
User8FollowsUser138,Follows,8,138
User43FollowsUser144,Follows,43,144
User71FollowsUser57,Follows,71,57
User84FollowsUser110,Follows,84,110
User84FollowsUser50,Follows,84,50
User140FollowsUser110,Follows,140,110
User106FollowsUser96,Follows,106,96
User8FollowsUser65,Follows,8,65
User4FollowsUser32,Follows,4,32
User27FollowsUser32,Follows,27,32
User145FollowsUser97,Follows,145,97
User67FollowsUser59,Follows,67,59
User12FollowsUser139,Follows,12,139
User58FollowsUser5,Follows,58,5
User94FollowsUser108,Follows,94,108
User28FollowsUser101,Follows,28,101
User97FollowsUser78,Follows,97,78
User3FollowsUser136,Follows,3,136
User113FollowsUser37,Follows,113,37
User10FollowsUser60,Follows,10,60
User132FollowsUser86,Follows,132,86
User17FollowsUser48,Follows,17,48
User140FollowsUser72,Follows,140,72
User148FollowsUser110,Follows,148,110
User110FollowsUser20,Follows,110,20
User1FollowsUser16,Follows,1,16
User80FollowsUser123,Follows,80,123
User3FollowsUser94,Follows,3,94
User60FollowsUser124,Follows,60,124
User142FollowsUser80,Follows,142,80
User19FollowsUser92,Follows,19,92
User12FollowsUser134,Follows,12,134
User4FollowsUser111,Follows,4,111
User61FollowsUser139,Follows,61,139
User12FollowsUser138,Follows,12,138
User119FollowsUser20,Follows,119,20
User52FollowsUser13,Follows,52,13
User10FollowsUser3,Follows,10,3
User21FollowsUser137,Follows,21,137
User110FollowsUser76,Follows,110,76
User149FollowsUser56,Follows,149,56
User118FollowsUser62,Follows,118,62
User59FollowsUser44,Follows,59,44
User7FollowsUser104,Follows,7,104
User97FollowsUser93,Follows,97,93
User31FollowsUser140,Follows,31,140
User13FollowsUser62,Follows,13,62
User86FollowsUser103,Follows,86,103
User87FollowsUser36,Follows,87,36
User117FollowsUser9,Follows,117,9
User54FollowsUser77,Follows,54,77
User126FollowsUser119,Follows,126,119
User37FollowsUser124,Follows,37,124
User14FollowsUser64,Follows,14,64
User60FollowsUser8,Follows,60,8
User124FollowsUser29,Follows,124,29
User138FollowsUser51,Follows,138,51
User139FollowsUser107,Follows,139,107
User147FollowsUser125,Follows,147,125
User28FollowsUser85,Follows,28,85
User50FollowsUser68,Follows,50,68
User43FollowsUser54,Follows,43,54
User32FollowsUser109,Follows,32,109
User142FollowsUser118,Follows,142,118
User90FollowsUser49,Follows,90,49
User51FollowsUser23,Follows,51,23
User121FollowsUser112,Follows,121,112
User61FollowsUser120,Follows,61,120
User108FollowsUser121,Follows,108,121
User27FollowsUser70,Follows,27,70
User28FollowsUser38,Follows,28,38
User9FollowsUser76,Follows,9,76
User37FollowsUser96,Follows,37,96
User110FollowsUser138,Follows,110,138
User16FollowsUser17,Follows,16,17
User65FollowsUser16,Follows,65,16
User102FollowsUser22,Follows,102,22
User125FollowsUser12,Follows,125,12
User17FollowsUser37,Follows,17,37
User57FollowsUser42,Follows,57,42
User96FollowsUser93,Follows,96,93
User55FollowsUser5,Follows,55,5
User81FollowsUser42,Follows,81,42
User83FollowsUser53,Follows,83,53
User110FollowsUser72,Follows,110,72
User120FollowsUser115,Follows,120,115
User9FollowsUser18,Follows,9,18
User5FollowsUser18,Follows,5,18
User136FollowsUser123,Follows,136,123
User23FollowsUser4,Follows,23,4
User30FollowsUser17,Follows,30,17
User134FollowsUser133,Follows,134,133
User21FollowsUser100,Follows,21,100
User64FollowsUser39,Follows,64,39
User69FollowsUser121,Follows,69,121
User32FollowsUser55,Follows,32,55
User30FollowsUser5,Follows,30,5
User55FollowsUser77,Follows,55,77
User133FollowsUser134,Follows,133,134
User122FollowsUser126,Follows,122,126
User107FollowsUser122,Follows,107,122
User106FollowsUser20,Follows,106,20
User30FollowsUser134,Follows,30,134
User49FollowsUser29,Follows,49,29
User26FollowsUser35,Follows,26,35
User62FollowsUser29,Follows,62,29
User44FollowsUser80,Follows,44,80
User143FollowsUser45,Follows,143,45
User88FollowsUser2,Follows,88,2
User82FollowsUser137,Follows,82,137
User65FollowsUser27,Follows,65,27
User89FollowsUser20,Follows,89,20
User133FollowsUser128,Follows,133,128
User134FollowsUser60,Follows,134,60
User116FollowsUser71,Follows,116,71
User148FollowsUser105,Follows,148,105
User71FollowsUser49,Follows,71,49
User72FollowsUser79,Follows,72,79
User105FollowsUser139,Follows,105,139
User52FollowsUser62,Follows,52,62
User55FollowsUser95,Follows,55,95
User35FollowsUser80,Follows,35,80
User116FollowsUser64,Follows,116,64
User47FollowsUser68,Follows,47,68
User110FollowsUser71,Follows,110,71
User99FollowsUser11,Follows,99,11
User17FollowsUser92,Follows,17,92
User111FollowsUser33,Follows,111,33
User124FollowsUser89,Follows,124,89
User69FollowsUser39,Follows,69,39
User121FollowsUser38,Follows,121,38
User90FollowsUser38,Follows,90,38
User76FollowsUser137,Follows,76,137
User141FollowsUser103,Follows,141,103
User63FollowsUser92,Follows,63,92
User68FollowsUser131,Follows,68,131
User105FollowsUser32,Follows,105,32
User101FollowsUser49,Follows,101,49
User53FollowsUser45,Follows,53,45
User130FollowsUser92,Follows,130,92
User42FollowsUser45,Follows,42,45
User105FollowsUser82,Follows,105,82
User128FollowsUser140,Follows,128,140
User101FollowsUser143,Follows,101,143
User78FollowsUser19,Follows,78,19
User12FollowsUser25,Follows,12,25
User127FollowsUser97,Follows,127,97
User126FollowsUser133,Follows,126,133
User54FollowsUser44,Follows,54,44
User57FollowsUser27,Follows,57,27
User138FollowsUser38,Follows,138,38
User109FollowsUser51,Follows,109,51
User12FollowsUser13,Follows,12,13
User94FollowsUser39,Follows,94,39
User54FollowsUser43,Follows,54,43
User45FollowsUser145,Follows,45,145
User74FollowsUser121,Follows,74,121
User80FollowsUser13,Follows,80,13
User47FollowsUser92,Follows,47,92
User36FollowsUser67,Follows,36,67
User77FollowsUser131,Follows,77,131
User147FollowsUser30,Follows,147,30
User126FollowsUser97,Follows,126,97
User81FollowsUser63,Follows,81,63
User100FollowsUser129,Follows,100,129
User111FollowsUser64,Follows,111,64
User64FollowsUser58,Follows,64,58
User65FollowsUser139,Follows,65,139
User65FollowsUser101,Follows,65,101
User1FollowsUser2,Follows,1,2
User149FollowsUser60,Follows,149,60
User82FollowsUser123,Follows,82,123
User49FollowsUser136,Follows,49,136
User5FollowsUser137,Follows,5,137
User124FollowsUser117,Follows,124,117
User124FollowsUser75,Follows,124,75
User106FollowsUser121,Follows,106,121
User87FollowsUser57,Follows,87,57
User28FollowsUser49,Follows,28,49
User15FollowsUser62,Follows,15,62
User46FollowsUser142,Follows,46,142
User85FollowsUser26,Follows,85,26
User7FollowsUser144,Follows,7,144
User61FollowsUser118,Follows,61,118
User144FollowsUser137,Follows,144,137
User134FollowsUser87,Follows,134,87
User134FollowsUser127,Follows,134,127
User21FollowsUser114,Follows,21,114
User56FollowsUser84,Follows,56,84
User52FollowsUser125,Follows,52,125
User37FollowsUser15,Follows,37,15
User113FollowsUser109,Follows,113,109
User55FollowsUser61,Follows,55,61
User63FollowsUser26,Follows,63,26
User102FollowsUser43,Follows,102,43
User109FollowsUser32,Follows,109,32
User68FollowsUser28,Follows,68,28
User37FollowsUser131,Follows,37,131
User12FollowsUser97,Follows,12,97
User62FollowsUser113,Follows,62,113
User146FollowsUser52,Follows,146,52
User145FollowsUser132,Follows,145,132
User98FollowsUser39,Follows,98,39
User82FollowsUser148,Follows,82,148
User123FollowsUser33,Follows,123,33
User54FollowsUser78,Follows,54,78
User86FollowsUser85,Follows,86,85
User114FollowsUser137,Follows,114,137
User135FollowsUser10,Follows,135,10
User111FollowsUser39,Follows,111,39
User93FollowsUser137,Follows,93,137
User127FollowsUser19,Follows,127,19
User19FollowsUser71,Follows,19,71
User125FollowsUser30,Follows,125,30
User131FollowsUser65,Follows,131,65
User124FollowsUser30,Follows,124,30
User78FollowsUser9,Follows,78,9
User127FollowsUser130,Follows,127,130
User127FollowsUser105,Follows,127,105
User19FollowsUser23,Follows,19,23
User31FollowsUser50,Follows,31,50
User132FollowsUser32,Follows,132,32
User134FollowsUser89,Follows,134,89
User5FollowsUser81,Follows,5,81
User74FollowsUser2,Follows,74,2
User87FollowsUser96,Follows,87,96
User126FollowsUser93,Follows,126,93
User119FollowsUser67,Follows,119,67
User41FollowsUser105,Follows,41,105
User23FollowsUser56,Follows,23,56
User117FollowsUser43,Follows,117,43
User7FollowsUser8,Follows,7,8
User143FollowsUser135,Follows,143,135
User40FollowsUser72,Follows,40,72
User89FollowsUser2,Follows,89,2
User65FollowsUser77,Follows,65,77
User46FollowsUser129,Follows,46,129
User84FollowsUser30,Follows,84,30
User12FollowsUser144,Follows,12,144
User47FollowsUser137,Follows,47,137
User66FollowsUser69,Follows,66,69
User73FollowsUser143,Follows,73,143
User56FollowsUser37,Follows,56,37
User101FollowsUser90,Follows,101,90
User22FollowsUser64,Follows,22,64
User43FollowsUser70,Follows,43,70
User73FollowsUser1,Follows,73,1
User20FollowsUser72,Follows,20,72
User70FollowsUser56,Follows,70,56
User82FollowsUser26,Follows,82,26
User5FollowsUser104,Follows,5,104
User114FollowsUser42,Follows,114,42
User35FollowsUser89,Follows,35,89
User13FollowsUser14,Follows,13,14
User149FollowsUser4,Follows,149,4
User143FollowsUser6,Follows,143,6
User111FollowsUser54,Follows,111,54
User17FollowsUser144,Follows,17,144
User51FollowsUser95,Follows,51,95
User21FollowsUser12,Follows,21,12
User138FollowsUser39,Follows,138,39
User86FollowsUser41,Follows,86,41
User145FollowsUser29,Follows,145,29
User54FollowsUser131,Follows,54,131
User96FollowsUser54,Follows,96,54
User61FollowsUser72,Follows,61,72
User100FollowsUser105,Follows,100,105
User56FollowsUser149,Follows,56,149
User109FollowsUser25,Follows,109,25
User67FollowsUser136,Follows,67,136
User30FollowsUser25,Follows,30,25
User91FollowsUser118,Follows,91,118
User81FollowsUser146,Follows,81,146
User19FollowsUser148,Follows,19,148
User119FollowsUser137,Follows,119,137
User132FollowsUser93,Follows,132,93
User58FollowsUser31,Follows,58,31
User126FollowsUser147,Follows,126,147
User48FollowsUser75,Follows,48,75
User74FollowsUser22,Follows,74,22
User71FollowsUser115,Follows,71,115
User51FollowsUser136,Follows,51,136
User52FollowsUser71,Follows,52,71
User30FollowsUser48,Follows,30,48
User7FollowsUser149,Follows,7,149
User114FollowsUser141,Follows,114,141
User18FollowsUser31,Follows,18,31
User119FollowsUser41,Follows,119,41
User33FollowsUser2,Follows,33,2
User11FollowsUser46,Follows,11,46
User30FollowsUser56,Follows,30,56
User52FollowsUser31,Follows,52,31
User87FollowsUser141,Follows,87,141
User122FollowsUser67,Follows,122,67
User98FollowsUser43,Follows,98,43
User40FollowsUser64,Follows,40,64
User92FollowsUser147,Follows,92,147
User91FollowsUser21,Follows,91,21
User16FollowsUser10,Follows,16,10
User58FollowsUser98,Follows,58,98
User72FollowsUser12,Follows,72,12
User39FollowsUser58,Follows,39,58
User146FollowsUser10,Follows,146,10
User30FollowsUser111,Follows,30,111
User31FollowsUser80,Follows,31,80
User36FollowsUser6,Follows,36,6
User7FollowsUser27,Follows,7,27
User100FollowsUser21,Follows,100,21
User139FollowsUser22,Follows,139,22
User36FollowsUser127,Follows,36,127
User37FollowsUser99,Follows,37,99
User12FollowsUser105,Follows,12,105
User59FollowsUser1,Follows,59,1
User94FollowsUser18,Follows,94,18
User31FollowsUser67,Follows,31,67
User69FollowsUser118,Follows,69,118
User136FollowsUser7,Follows,136,7
User124FollowsUser133,Follows,124,133
User41FollowsUser75,Follows,41,75
User60FollowsUser13,Follows,60,13
User87FollowsUser51,Follows,87,51
User45FollowsUser114,Follows,45,114
