"~id",~label,~from,~to
User101RetweetsTweet1350,Retweets,101,1350
User134RetweetsTweet1205,Retweets,134,1205
User99RetweetsTweet295,Retweets,99,295
User4RetweetsTweet380,Retweets,4,380
User4RetweetsTweet296,Retweets,4,296
User130RetweetsTweet1183,Retweets,130,1183
User24RetweetsTweet513,Retweets,24,513
User103RetweetsTweet220,Retweets,103,220
User81RetweetsTweet642,Retweets,81,642
User113RetweetsTweet332,Retweets,113,332
User72RetweetsTweet1401,Retweets,72,1401
User61RetweetsTweet1400,Retweets,61,1400
User17RetweetsTweet1379,Retweets,17,1379
User1RetweetsTweet806,Retweets,1,806
User71RetweetsTweet1229,Retweets,71,1229
User68RetweetsTweet1617,Retweets,68,1617
User107RetweetsTweet669,Retweets,107,669
User28RetweetsTweet1193,Retweets,28,1193
User26RetweetsTweet944,Retweets,26,944
User83RetweetsTweet203,Retweets,83,203
User137RetweetsTweet303,Retweets,137,303
User94RetweetsTweet278,Retweets,94,278
User103RetweetsTweet1428,Retweets,103,1428
User139RetweetsTweet611,Retweets,139,611
User60RetweetsTweet179,Retweets,60,179
User16RetweetsTweet1018,Retweets,16,1018
User50RetweetsTweet780,Retweets,50,780
User40RetweetsTweet1502,Retweets,40,1502
User140RetweetsTweet510,Retweets,140,510
User24RetweetsTweet201,Retweets,24,201
User41RetweetsTweet1429,Retweets,41,1429
User102RetweetsTweet300,Retweets,102,300
User115RetweetsTweet152,Retweets,115,152
User84RetweetsTweet1064,Retweets,84,1064
User81RetweetsTweet1285,Retweets,81,1285
User40RetweetsTweet519,Retweets,40,519
User145RetweetsTweet1358,Retweets,145,1358
User132RetweetsTweet1644,Retweets,132,1644
User126RetweetsTweet1130,Retweets,126,1130
User50RetweetsTweet361,Retweets,50,361
User102RetweetsTweet1480,Retweets,102,1480
User91RetweetsTweet197,Retweets,91,197
User23RetweetsTweet325,Retweets,23,325
User64RetweetsTweet737,Retweets,64,737
User85RetweetsTweet845,Retweets,85,845
User81RetweetsTweet329,Retweets,81,329
User97RetweetsTweet823,Retweets,97,823
User121RetweetsTweet931,Retweets,121,931
User10RetweetsTweet278,Retweets,10,278
User102RetweetsTweet286,Retweets,102,286
User133RetweetsTweet1510,Retweets,133,1510
User36RetweetsTweet573,Retweets,36,573
User66RetweetsTweet280,Retweets,66,280
User52RetweetsTweet1519,Retweets,52,1519
User17RetweetsTweet1252,Retweets,17,1252
User109RetweetsTweet888,Retweets,109,888
User148RetweetsTweet1227,Retweets,148,1227
User129RetweetsTweet568,Retweets,129,568
User114RetweetsTweet201,Retweets,114,201
User48RetweetsTweet275,Retweets,48,275
User147RetweetsTweet188,Retweets,147,188
User61RetweetsTweet1527,Retweets,61,1527
User103RetweetsTweet523,Retweets,103,523
User39RetweetsTweet1444,Retweets,39,1444
User114RetweetsTweet747,Retweets,114,747
User99RetweetsTweet1452,Retweets,99,1452
User88RetweetsTweet1503,Retweets,88,1503
User22RetweetsTweet973,Retweets,22,973
User55RetweetsTweet1048,Retweets,55,1048
User121RetweetsTweet1395,Retweets,121,1395
User26RetweetsTweet1200,Retweets,26,1200
User56RetweetsTweet1241,Retweets,56,1241
User77RetweetsTweet618,Retweets,77,618
User64RetweetsTweet1476,Retweets,64,1476
User94RetweetsTweet554,Retweets,94,554
User5RetweetsTweet739,Retweets,5,739
User33RetweetsTweet417,Retweets,33,417
User76RetweetsTweet160,Retweets,76,160
User10RetweetsTweet897,Retweets,10,897
User103RetweetsTweet204,Retweets,103,204
User88RetweetsTweet678,Retweets,88,678
User31RetweetsTweet1485,Retweets,31,1485
User68RetweetsTweet1308,Retweets,68,1308
User125RetweetsTweet1269,Retweets,125,1269
User29RetweetsTweet385,Retweets,29,385
User73RetweetsTweet1370,Retweets,73,1370
User110RetweetsTweet589,Retweets,110,589
User133RetweetsTweet745,Retweets,133,745
User30RetweetsTweet1563,Retweets,30,1563
User136RetweetsTweet328,Retweets,136,328
User25RetweetsTweet772,Retweets,25,772
User81RetweetsTweet1531,Retweets,81,1531
User134RetweetsTweet1244,Retweets,134,1244
User148RetweetsTweet538,Retweets,148,538
User99RetweetsTweet855,Retweets,99,855
User55RetweetsTweet1583,Retweets,55,1583
User52RetweetsTweet1507,Retweets,52,1507
User10RetweetsTweet247,Retweets,10,247
User40RetweetsTweet833,Retweets,40,833
User97RetweetsTweet1040,Retweets,97,1040
User119RetweetsTweet1210,Retweets,119,1210
User4RetweetsTweet158,Retweets,4,158
User44RetweetsTweet1342,Retweets,44,1342
User10RetweetsTweet1415,Retweets,10,1415
User29RetweetsTweet1170,Retweets,29,1170
User93RetweetsTweet1624,Retweets,93,1624
User66RetweetsTweet1007,Retweets,66,1007
User8RetweetsTweet1437,Retweets,8,1437
User96RetweetsTweet461,Retweets,96,461
User24RetweetsTweet1562,Retweets,24,1562
User12RetweetsTweet794,Retweets,12,794
User136RetweetsTweet1044,Retweets,136,1044
User108RetweetsTweet534,Retweets,108,534
User102RetweetsTweet1641,Retweets,102,1641
User54RetweetsTweet556,Retweets,54,556
User58RetweetsTweet454,Retweets,58,454
User101RetweetsTweet572,Retweets,101,572
User29RetweetsTweet1329,Retweets,29,1329
User15RetweetsTweet302,Retweets,15,302
User84RetweetsTweet1487,Retweets,84,1487
User42RetweetsTweet1195,Retweets,42,1195
User125RetweetsTweet281,Retweets,125,281
User42RetweetsTweet1284,Retweets,42,1284
User129RetweetsTweet1360,Retweets,129,1360
User117RetweetsTweet543,Retweets,117,543
User9RetweetsTweet753,Retweets,9,753
User122RetweetsTweet592,Retweets,122,592
User76RetweetsTweet1413,Retweets,76,1413
User128RetweetsTweet475,Retweets,128,475
User29RetweetsTweet569,Retweets,29,569
User115RetweetsTweet284,Retweets,115,284
User16RetweetsTweet938,Retweets,16,938
User61RetweetsTweet183,Retweets,61,183
User119RetweetsTweet1551,Retweets,119,1551
User92RetweetsTweet1434,Retweets,92,1434
User27RetweetsTweet1091,Retweets,27,1091
User5RetweetsTweet490,Retweets,5,490
User133RetweetsTweet1002,Retweets,133,1002
User5RetweetsTweet277,Retweets,5,277
User50RetweetsTweet1348,Retweets,50,1348
User74RetweetsTweet1352,Retweets,74,1352
User116RetweetsTweet1028,Retweets,116,1028
User130RetweetsTweet764,Retweets,130,764
User100RetweetsTweet1540,Retweets,100,1540
User1RetweetsTweet1026,Retweets,1,1026
User70RetweetsTweet327,Retweets,70,327
User127RetweetsTweet517,Retweets,127,517
User1RetweetsTweet1572,Retweets,1,1572
User107RetweetsTweet1512,Retweets,107,1512
User87RetweetsTweet202,Retweets,87,202
User2RetweetsTweet1459,Retweets,2,1459
User72RetweetsTweet271,Retweets,72,271
User7RetweetsTweet836,Retweets,7,836
User119RetweetsTweet378,Retweets,119,378
User36RetweetsTweet840,Retweets,36,840
User129RetweetsTweet1631,Retweets,129,1631
User115RetweetsTweet629,Retweets,115,629
User21RetweetsTweet1276,Retweets,21,1276
User66RetweetsTweet630,Retweets,66,630
User53RetweetsTweet1355,Retweets,53,1355
User36RetweetsTweet494,Retweets,36,494
User148RetweetsTweet776,Retweets,148,776
User110RetweetsTweet1065,Retweets,110,1065
User135RetweetsTweet818,Retweets,135,818
User111RetweetsTweet1433,Retweets,111,1433
User17RetweetsTweet1575,Retweets,17,1575
User64RetweetsTweet383,Retweets,64,383
User13RetweetsTweet1445,Retweets,13,1445
User7RetweetsTweet669,Retweets,7,669
User25RetweetsTweet198,Retweets,25,198
User97RetweetsTweet800,Retweets,97,800
User74RetweetsTweet860,Retweets,74,860
User23RetweetsTweet1170,Retweets,23,1170
User57RetweetsTweet1365,Retweets,57,1365
User107RetweetsTweet1247,Retweets,107,1247
User48RetweetsTweet1020,Retweets,48,1020
User128RetweetsTweet1612,Retweets,128,1612
User41RetweetsTweet1081,Retweets,41,1081
User22RetweetsTweet901,Retweets,22,901
User149RetweetsTweet1449,Retweets,149,1449
User126RetweetsTweet276,Retweets,126,276
User98RetweetsTweet1513,Retweets,98,1513
User56RetweetsTweet926,Retweets,56,926
User7RetweetsTweet526,Retweets,7,526
User76RetweetsTweet843,Retweets,76,843
User119RetweetsTweet1587,Retweets,119,1587
User71RetweetsTweet1475,Retweets,71,1475
User126RetweetsTweet1111,Retweets,126,1111
User140RetweetsTweet706,Retweets,140,706
User102RetweetsTweet306,Retweets,102,306
User86RetweetsTweet879,Retweets,86,879
User85RetweetsTweet1287,Retweets,85,1287
User105RetweetsTweet1354,Retweets,105,1354
User135RetweetsTweet1527,Retweets,135,1527
User36RetweetsTweet257,Retweets,36,257
User26RetweetsTweet946,Retweets,26,946
User25RetweetsTweet511,Retweets,25,511
User97RetweetsTweet569,Retweets,97,569
User6RetweetsTweet672,Retweets,6,672
User88RetweetsTweet1577,Retweets,88,1577
User40RetweetsTweet891,Retweets,40,891
User75RetweetsTweet351,Retweets,75,351
User33RetweetsTweet1177,Retweets,33,1177
User115RetweetsTweet863,Retweets,115,863
User53RetweetsTweet1286,Retweets,53,1286
User58RetweetsTweet1193,Retweets,58,1193
User87RetweetsTweet1136,Retweets,87,1136
User54RetweetsTweet935,Retweets,54,935
User52RetweetsTweet379,Retweets,52,379
User71RetweetsTweet381,Retweets,71,381
User36RetweetsTweet1199,Retweets,36,1199
User99RetweetsTweet1321,Retweets,99,1321
User26RetweetsTweet596,Retweets,26,596
User8RetweetsTweet656,Retweets,8,656
User87RetweetsTweet1322,Retweets,87,1322
User29RetweetsTweet1359,Retweets,29,1359
User92RetweetsTweet1441,Retweets,92,1441
User79RetweetsTweet380,Retweets,79,380
User13RetweetsTweet1583,Retweets,13,1583
User26RetweetsTweet237,Retweets,26,237
User54RetweetsTweet1466,Retweets,54,1466
User37RetweetsTweet356,Retweets,37,356
User3RetweetsTweet1561,Retweets,3,1561
User83RetweetsTweet743,Retweets,83,743
User28RetweetsTweet198,Retweets,28,198
User98RetweetsTweet1574,Retweets,98,1574
User1RetweetsTweet1308,Retweets,1,1308
User120RetweetsTweet1380,Retweets,120,1380
User17RetweetsTweet1369,Retweets,17,1369
User44RetweetsTweet1450,Retweets,44,1450
User93RetweetsTweet730,Retweets,93,730
User24RetweetsTweet925,Retweets,24,925
User104RetweetsTweet456,Retweets,104,456
User145RetweetsTweet360,Retweets,145,360
User74RetweetsTweet1502,Retweets,74,1502
User119RetweetsTweet1431,Retweets,119,1431
User6RetweetsTweet1617,Retweets,6,1617
User32RetweetsTweet1578,Retweets,32,1578
User133RetweetsTweet228,Retweets,133,228
User84RetweetsTweet1613,Retweets,84,1613
User135RetweetsTweet976,Retweets,135,976
User42RetweetsTweet1144,Retweets,42,1144
User12RetweetsTweet1371,Retweets,12,1371
User116RetweetsTweet1273,Retweets,116,1273
User134RetweetsTweet958,Retweets,134,958
User52RetweetsTweet952,Retweets,52,952
User105RetweetsTweet667,Retweets,105,667
User30RetweetsTweet852,Retweets,30,852
User11RetweetsTweet626,Retweets,11,626
User46RetweetsTweet974,Retweets,46,974
User5RetweetsTweet1113,Retweets,5,1113
User29RetweetsTweet380,Retweets,29,380
User70RetweetsTweet1536,Retweets,70,1536
User3RetweetsTweet744,Retweets,3,744
User21RetweetsTweet1238,Retweets,21,1238
User149RetweetsTweet1139,Retweets,149,1139
User85RetweetsTweet417,Retweets,85,417
User24RetweetsTweet450,Retweets,24,450
User132RetweetsTweet1264,Retweets,132,1264
User26RetweetsTweet1109,Retweets,26,1109
User16RetweetsTweet537,Retweets,16,537
User39RetweetsTweet1121,Retweets,39,1121
User37RetweetsTweet248,Retweets,37,248
User30RetweetsTweet635,Retweets,30,635
User30RetweetsTweet1086,Retweets,30,1086
User118RetweetsTweet1134,Retweets,118,1134
User3RetweetsTweet1276,Retweets,3,1276
User47RetweetsTweet1517,Retweets,47,1517
User122RetweetsTweet1280,Retweets,122,1280
User1RetweetsTweet1061,Retweets,1,1061
User8RetweetsTweet839,Retweets,8,839
User129RetweetsTweet1038,Retweets,129,1038
User19RetweetsTweet1375,Retweets,19,1375
User99RetweetsTweet337,Retweets,99,337
User41RetweetsTweet955,Retweets,41,955
User19RetweetsTweet381,Retweets,19,381
User63RetweetsTweet565,Retweets,63,565
User31RetweetsTweet1233,Retweets,31,1233
User140RetweetsTweet396,Retweets,140,396
User63RetweetsTweet1209,Retweets,63,1209
User51RetweetsTweet1396,Retweets,51,1396
User38RetweetsTweet1391,Retweets,38,1391
User125RetweetsTweet1121,Retweets,125,1121
User102RetweetsTweet981,Retweets,102,981
User99RetweetsTweet766,Retweets,99,766
User73RetweetsTweet1497,Retweets,73,1497
User98RetweetsTweet1426,Retweets,98,1426
User36RetweetsTweet1620,Retweets,36,1620
User59RetweetsTweet997,Retweets,59,997
User29RetweetsTweet1182,Retweets,29,1182
User77RetweetsTweet919,Retweets,77,919
User28RetweetsTweet875,Retweets,28,875
User112RetweetsTweet1540,Retweets,112,1540
User107RetweetsTweet929,Retweets,107,929
User136RetweetsTweet1257,Retweets,136,1257
User67RetweetsTweet1421,Retweets,67,1421
User83RetweetsTweet253,Retweets,83,253
User2RetweetsTweet1446,Retweets,2,1446
User133RetweetsTweet1077,Retweets,133,1077
User149RetweetsTweet871,Retweets,149,871
User67RetweetsTweet1082,Retweets,67,1082
User80RetweetsTweet1565,Retweets,80,1565
User15RetweetsTweet321,Retweets,15,321
User146RetweetsTweet1258,Retweets,146,1258
User76RetweetsTweet269,Retweets,76,269
User111RetweetsTweet774,Retweets,111,774
User22RetweetsTweet1129,Retweets,22,1129
User25RetweetsTweet434,Retweets,25,434
User76RetweetsTweet723,Retweets,76,723
User115RetweetsTweet1049,Retweets,115,1049
User134RetweetsTweet600,Retweets,134,600
User69RetweetsTweet1226,Retweets,69,1226
User141RetweetsTweet173,Retweets,141,173
User38RetweetsTweet1078,Retweets,38,1078
User122RetweetsTweet879,Retweets,122,879
User106RetweetsTweet455,Retweets,106,455
User96RetweetsTweet663,Retweets,96,663
User45RetweetsTweet1088,Retweets,45,1088
User112RetweetsTweet270,Retweets,112,270
User100RetweetsTweet1268,Retweets,100,1268
User110RetweetsTweet1375,Retweets,110,1375
User4RetweetsTweet1022,Retweets,4,1022
User48RetweetsTweet1237,Retweets,48,1237
User135RetweetsTweet576,Retweets,135,576
User58RetweetsTweet936,Retweets,58,936
User84RetweetsTweet1192,Retweets,84,1192
User3RetweetsTweet400,Retweets,3,400
User130RetweetsTweet1333,Retweets,130,1333
User140RetweetsTweet1282,Retweets,140,1282
User147RetweetsTweet1611,Retweets,147,1611
User29RetweetsTweet1226,Retweets,29,1226
User30RetweetsTweet1045,Retweets,30,1045
User120RetweetsTweet962,Retweets,120,962
User2RetweetsTweet1357,Retweets,2,1357
User124RetweetsTweet1588,Retweets,124,1588
User113RetweetsTweet861,Retweets,113,861
User119RetweetsTweet701,Retweets,119,701
User103RetweetsTweet1453,Retweets,103,1453
User44RetweetsTweet1138,Retweets,44,1138
User128RetweetsTweet156,Retweets,128,156
User28RetweetsTweet840,Retweets,28,840
User97RetweetsTweet1268,Retweets,97,1268
User118RetweetsTweet1193,Retweets,118,1193
User134RetweetsTweet1118,Retweets,134,1118
User8RetweetsTweet870,Retweets,8,870
User140RetweetsTweet439,Retweets,140,439
User135RetweetsTweet1086,Retweets,135,1086
User111RetweetsTweet711,Retweets,111,711
User17RetweetsTweet1036,Retweets,17,1036
User120RetweetsTweet224,Retweets,120,224
User129RetweetsTweet733,Retweets,129,733
User47RetweetsTweet1228,Retweets,47,1228
User28RetweetsTweet1026,Retweets,28,1026
User83RetweetsTweet775,Retweets,83,775
User114RetweetsTweet296,Retweets,114,296
User128RetweetsTweet209,Retweets,128,209
User114RetweetsTweet564,Retweets,114,564
User19RetweetsTweet1618,Retweets,19,1618
User98RetweetsTweet1414,Retweets,98,1414
User27RetweetsTweet1335,Retweets,27,1335
User11RetweetsTweet958,Retweets,11,958
User134RetweetsTweet1425,Retweets,134,1425
User138RetweetsTweet305,Retweets,138,305
User139RetweetsTweet1458,Retweets,139,1458
User50RetweetsTweet266,Retweets,50,266
User135RetweetsTweet745,Retweets,135,745
User59RetweetsTweet1089,Retweets,59,1089
User48RetweetsTweet1294,Retweets,48,1294
User48RetweetsTweet728,Retweets,48,728
User107RetweetsTweet522,Retweets,107,522
User95RetweetsTweet1553,Retweets,95,1553
User89RetweetsTweet981,Retweets,89,981
User10RetweetsTweet931,Retweets,10,931
User52RetweetsTweet220,Retweets,52,220
User60RetweetsTweet1313,Retweets,60,1313
User137RetweetsTweet988,Retweets,137,988
User15RetweetsTweet1595,Retweets,15,1595
User126RetweetsTweet897,Retweets,126,897
User51RetweetsTweet1580,Retweets,51,1580
User5RetweetsTweet239,Retweets,5,239
User34RetweetsTweet1520,Retweets,34,1520
User92RetweetsTweet279,Retweets,92,279
User138RetweetsTweet235,Retweets,138,235
User102RetweetsTweet303,Retweets,102,303
User23RetweetsTweet986,Retweets,23,986
User76RetweetsTweet509,Retweets,76,509
User107RetweetsTweet1613,Retweets,107,1613
User103RetweetsTweet163,Retweets,103,163
User102RetweetsTweet1493,Retweets,102,1493
User111RetweetsTweet431,Retweets,111,431
User59RetweetsTweet912,Retweets,59,912
User90RetweetsTweet1014,Retweets,90,1014
User28RetweetsTweet369,Retweets,28,369
User73RetweetsTweet1167,Retweets,73,1167
User136RetweetsTweet1478,Retweets,136,1478
User1RetweetsTweet1059,Retweets,1,1059
User87RetweetsTweet1238,Retweets,87,1238
User97RetweetsTweet631,Retweets,97,631
User148RetweetsTweet1335,Retweets,148,1335
User78RetweetsTweet1467,Retweets,78,1467
User49RetweetsTweet675,Retweets,49,675
User21RetweetsTweet1217,Retweets,21,1217
User135RetweetsTweet700,Retweets,135,700
User43RetweetsTweet677,Retweets,43,677
User14RetweetsTweet825,Retweets,14,825
User63RetweetsTweet1111,Retweets,63,1111
User138RetweetsTweet564,Retweets,138,564
User10RetweetsTweet1142,Retweets,10,1142
User148RetweetsTweet1591,Retweets,148,1591
User124RetweetsTweet354,Retweets,124,354
User34RetweetsTweet981,Retweets,34,981
User73RetweetsTweet237,Retweets,73,237
User137RetweetsTweet359,Retweets,137,359
User69RetweetsTweet683,Retweets,69,683
User32RetweetsTweet841,Retweets,32,841
User93RetweetsTweet1128,Retweets,93,1128
User87RetweetsTweet1434,Retweets,87,1434
User40RetweetsTweet325,Retweets,40,325
User52RetweetsTweet743,Retweets,52,743
User137RetweetsTweet1143,Retweets,137,1143
User55RetweetsTweet1607,Retweets,55,1607
User134RetweetsTweet1618,Retweets,134,1618
User69RetweetsTweet195,Retweets,69,195
User147RetweetsTweet388,Retweets,147,388
User107RetweetsTweet1278,Retweets,107,1278
User18RetweetsTweet514,Retweets,18,514
User109RetweetsTweet1207,Retweets,109,1207
User58RetweetsTweet995,Retweets,58,995
User49RetweetsTweet622,Retweets,49,622
User82RetweetsTweet682,Retweets,82,682
User139RetweetsTweet926,Retweets,139,926
User96RetweetsTweet810,Retweets,96,810
User100RetweetsTweet1235,Retweets,100,1235
User76RetweetsTweet1170,Retweets,76,1170
User135RetweetsTweet884,Retweets,135,884
User9RetweetsTweet992,Retweets,9,992
User101RetweetsTweet1386,Retweets,101,1386
User14RetweetsTweet316,Retweets,14,316
User58RetweetsTweet1471,Retweets,58,1471
User30RetweetsTweet965,Retweets,30,965
User4RetweetsTweet1016,Retweets,4,1016
User76RetweetsTweet1621,Retweets,76,1621
User36RetweetsTweet912,Retweets,36,912
User90RetweetsTweet1586,Retweets,90,1586
User83RetweetsTweet1154,Retweets,83,1154
User55RetweetsTweet1572,Retweets,55,1572
User3RetweetsTweet1437,Retweets,3,1437
User89RetweetsTweet1354,Retweets,89,1354
User47RetweetsTweet287,Retweets,47,287
User67RetweetsTweet923,Retweets,67,923
User5RetweetsTweet913,Retweets,5,913
User3RetweetsTweet1343,Retweets,3,1343
User12RetweetsTweet1024,Retweets,12,1024
User12RetweetsTweet1451,Retweets,12,1451
User2RetweetsTweet1218,Retweets,2,1218
User71RetweetsTweet1626,Retweets,71,1626
User32RetweetsTweet1212,Retweets,32,1212
User7RetweetsTweet398,Retweets,7,398
User111RetweetsTweet177,Retweets,111,177
User112RetweetsTweet230,Retweets,112,230
User85RetweetsTweet823,Retweets,85,823
User134RetweetsTweet709,Retweets,134,709
User47RetweetsTweet301,Retweets,47,301
User94RetweetsTweet1347,Retweets,94,1347
User134RetweetsTweet1250,Retweets,134,1250
User142RetweetsTweet605,Retweets,142,605
User105RetweetsTweet160,Retweets,105,160
User9RetweetsTweet399,Retweets,9,399
User77RetweetsTweet1488,Retweets,77,1488
User46RetweetsTweet1249,Retweets,46,1249
User10RetweetsTweet1440,Retweets,10,1440
User82RetweetsTweet895,Retweets,82,895
User9RetweetsTweet1360,Retweets,9,1360
User100RetweetsTweet1113,Retweets,100,1113
User96RetweetsTweet1125,Retweets,96,1125
User100RetweetsTweet591,Retweets,100,591
User83RetweetsTweet624,Retweets,83,624
User121RetweetsTweet948,Retweets,121,948
User107RetweetsTweet411,Retweets,107,411
User115RetweetsTweet1590,Retweets,115,1590
User87RetweetsTweet1393,Retweets,87,1393
User37RetweetsTweet289,Retweets,37,289
User52RetweetsTweet1482,Retweets,52,1482
User149RetweetsTweet1178,Retweets,149,1178
User108RetweetsTweet499,Retweets,108,499
User11RetweetsTweet855,Retweets,11,855
User69RetweetsTweet359,Retweets,69,359
User36RetweetsTweet483,Retweets,36,483
User44RetweetsTweet1286,Retweets,44,1286
User112RetweetsTweet1492,Retweets,112,1492
User95RetweetsTweet629,Retweets,95,629
User22RetweetsTweet1466,Retweets,22,1466
User95RetweetsTweet386,Retweets,95,386
User91RetweetsTweet636,Retweets,91,636
User2RetweetsTweet1057,Retweets,2,1057
User16RetweetsTweet956,Retweets,16,956
User39RetweetsTweet161,Retweets,39,161
User19RetweetsTweet1294,Retweets,19,1294
User99RetweetsTweet385,Retweets,99,385
User61RetweetsTweet180,Retweets,61,180
User53RetweetsTweet993,Retweets,53,993
User82RetweetsTweet1514,Retweets,82,1514
User69RetweetsTweet1500,Retweets,69,1500
User143RetweetsTweet478,Retweets,143,478
User66RetweetsTweet1252,Retweets,66,1252
User77RetweetsTweet1444,Retweets,77,1444
User78RetweetsTweet1226,Retweets,78,1226
User44RetweetsTweet718,Retweets,44,718
User117RetweetsTweet1083,Retweets,117,1083
User145RetweetsTweet197,Retweets,145,197
User19RetweetsTweet291,Retweets,19,291
User131RetweetsTweet844,Retweets,131,844
User120RetweetsTweet306,Retweets,120,306
User59RetweetsTweet682,Retweets,59,682
User134RetweetsTweet237,Retweets,134,237
User66RetweetsTweet890,Retweets,66,890
User104RetweetsTweet1557,Retweets,104,1557
User79RetweetsTweet841,Retweets,79,841
User26RetweetsTweet1246,Retweets,26,1246
User4RetweetsTweet1147,Retweets,4,1147
User88RetweetsTweet551,Retweets,88,551
User40RetweetsTweet1411,Retweets,40,1411
User141RetweetsTweet344,Retweets,141,344
User128RetweetsTweet1204,Retweets,128,1204
User69RetweetsTweet584,Retweets,69,584
User44RetweetsTweet808,Retweets,44,808
User92RetweetsTweet1064,Retweets,92,1064
User27RetweetsTweet944,Retweets,27,944
User79RetweetsTweet923,Retweets,79,923
User58RetweetsTweet962,Retweets,58,962
User142RetweetsTweet254,Retweets,142,254
User103RetweetsTweet568,Retweets,103,568
User35RetweetsTweet1606,Retweets,35,1606
User28RetweetsTweet878,Retweets,28,878
User46RetweetsTweet1558,Retweets,46,1558
User73RetweetsTweet484,Retweets,73,484
User133RetweetsTweet165,Retweets,133,165
User41RetweetsTweet1357,Retweets,41,1357
User130RetweetsTweet1110,Retweets,130,1110
User46RetweetsTweet612,Retweets,46,612
User6RetweetsTweet764,Retweets,6,764
User85RetweetsTweet782,Retweets,85,782
User39RetweetsTweet951,Retweets,39,951
User37RetweetsTweet1331,Retweets,37,1331
User103RetweetsTweet823,Retweets,103,823
User93RetweetsTweet333,Retweets,93,333
User139RetweetsTweet1335,Retweets,139,1335
User60RetweetsTweet187,Retweets,60,187
User86RetweetsTweet1391,Retweets,86,1391
User8RetweetsTweet1226,Retweets,8,1226
User106RetweetsTweet284,Retweets,106,284
User136RetweetsTweet1123,Retweets,136,1123
User22RetweetsTweet850,Retweets,22,850
User85RetweetsTweet642,Retweets,85,642
User124RetweetsTweet992,Retweets,124,992
User17RetweetsTweet529,Retweets,17,529
User32RetweetsTweet1379,Retweets,32,1379
User53RetweetsTweet1257,Retweets,53,1257
User18RetweetsTweet581,Retweets,18,581
User111RetweetsTweet1505,Retweets,111,1505
User143RetweetsTweet1317,Retweets,143,1317
User57RetweetsTweet334,Retweets,57,334
User22RetweetsTweet849,Retweets,22,849
User18RetweetsTweet1422,Retweets,18,1422
User109RetweetsTweet357,Retweets,109,357
User2RetweetsTweet464,Retweets,2,464
User72RetweetsTweet1324,Retweets,72,1324
User102RetweetsTweet266,Retweets,102,266
User142RetweetsTweet1244,Retweets,142,1244
User47RetweetsTweet1383,Retweets,47,1383
User104RetweetsTweet1210,Retweets,104,1210
User61RetweetsTweet407,Retweets,61,407
User99RetweetsTweet1615,Retweets,99,1615
User106RetweetsTweet374,Retweets,106,374
User45RetweetsTweet873,Retweets,45,873
User115RetweetsTweet1580,Retweets,115,1580
User94RetweetsTweet164,Retweets,94,164
User82RetweetsTweet1270,Retweets,82,1270
User102RetweetsTweet1408,Retweets,102,1408
User64RetweetsTweet722,Retweets,64,722
User92RetweetsTweet600,Retweets,92,600
User128RetweetsTweet1123,Retweets,128,1123
User53RetweetsTweet568,Retweets,53,568
User136RetweetsTweet1194,Retweets,136,1194
User37RetweetsTweet748,Retweets,37,748
User105RetweetsTweet410,Retweets,105,410
User14RetweetsTweet427,Retweets,14,427
User141RetweetsTweet475,Retweets,141,475
User55RetweetsTweet194,Retweets,55,194
