"~id",~label,~from,~to
Tweet681MentionsUser102,Mentions,681,102
Tweet777MentionsUser80,Mentions,777,80
Tweet609MentionsUser19,Mentions,609,19
Tweet1515MentionsUser40,Mentions,1515,40
Tweet552MentionsUser29,Mentions,552,29
Tweet1210MentionsUser133,Mentions,1210,133
Tweet668MentionsUser39,Mentions,668,39
Tweet1318MentionsUser68,Mentions,1318,68
Tweet704MentionsUser20,Mentions,704,20
Tweet597MentionsUser109,Mentions,597,109
Tweet344MentionsUser19,Mentions,344,19
Tweet1160MentionsUser53,Mentions,1160,53
Tweet1301MentionsUser86,Mentions,1301,86
Tweet998MentionsUser104,Mentions,998,104
Tweet1647MentionsUser80,Mentions,1647,80
Tweet513MentionsUser41,Mentions,513,41
Tweet682MentionsUser5,Mentions,682,5
Tweet1543MentionsUser69,Mentions,1543,69
Tweet304MentionsUser79,Mentions,304,79
Tweet303MentionsUser67,Mentions,303,67
Tweet445MentionsUser88,Mentions,445,88
Tweet1127MentionsUser9,Mentions,1127,9
Tweet439MentionsUser50,Mentions,439,50
Tweet199MentionsUser82,Mentions,199,82
Tweet772MentionsUser106,Mentions,772,106
Tweet228MentionsUser37,Mentions,228,37
Tweet877MentionsUser61,Mentions,877,61
Tweet989MentionsUser129,Mentions,989,129
Tweet1054MentionsUser81,Mentions,1054,81
Tweet379MentionsUser122,Mentions,379,122
Tweet192MentionsUser49,Mentions,192,49
Tweet694MentionsUser49,Mentions,694,49
Tweet237MentionsUser143,Mentions,237,143
Tweet600MentionsUser73,Mentions,600,73
Tweet1376MentionsUser100,Mentions,1376,100
Tweet1168MentionsUser141,Mentions,1168,141
Tweet783MentionsUser87,Mentions,783,87
Tweet976MentionsUser95,Mentions,976,95
Tweet180MentionsUser118,Mentions,180,118
Tweet1554MentionsUser137,Mentions,1554,137
Tweet474MentionsUser73,Mentions,474,73
Tweet1604MentionsUser6,Mentions,1604,6
Tweet1613MentionsUser126,Mentions,1613,126
Tweet1126MentionsUser18,Mentions,1126,18
Tweet527MentionsUser109,Mentions,527,109
Tweet367MentionsUser54,Mentions,367,54
Tweet1120MentionsUser103,Mentions,1120,103
Tweet272MentionsUser66,Mentions,272,66
Tweet1277MentionsUser103,Mentions,1277,103
Tweet527MentionsUser42,Mentions,527,42
Tweet1198MentionsUser144,Mentions,1198,144
Tweet704MentionsUser114,Mentions,704,114
Tweet1050MentionsUser21,Mentions,1050,21
Tweet323MentionsUser149,Mentions,323,149
Tweet882MentionsUser117,Mentions,882,117
Tweet1400MentionsUser1,Mentions,1400,1
Tweet886MentionsUser43,Mentions,886,43
Tweet1213MentionsUser33,Mentions,1213,33
Tweet1376MentionsUser88,Mentions,1376,88
Tweet1037MentionsUser93,Mentions,1037,93
Tweet1176MentionsUser137,Mentions,1176,137
Tweet677MentionsUser63,Mentions,677,63
Tweet1140MentionsUser132,Mentions,1140,132
Tweet1012MentionsUser31,Mentions,1012,31
Tweet557MentionsUser95,Mentions,557,95
Tweet327MentionsUser38,Mentions,327,38
Tweet790MentionsUser141,Mentions,790,141
Tweet892MentionsUser121,Mentions,892,121
Tweet1029MentionsUser22,Mentions,1029,22
Tweet1399MentionsUser106,Mentions,1399,106
Tweet544MentionsUser127,Mentions,544,127
Tweet378MentionsUser84,Mentions,378,84
Tweet1349MentionsUser96,Mentions,1349,96
Tweet861MentionsUser11,Mentions,861,11
Tweet535MentionsUser148,Mentions,535,148
Tweet1548MentionsUser27,Mentions,1548,27
Tweet996MentionsUser21,Mentions,996,21
Tweet156MentionsUser50,Mentions,156,50
Tweet1062MentionsUser11,Mentions,1062,11
Tweet213MentionsUser21,Mentions,213,21
Tweet332MentionsUser23,Mentions,332,23
Tweet1577MentionsUser138,Mentions,1577,138
Tweet1354MentionsUser85,Mentions,1354,85
Tweet486MentionsUser63,Mentions,486,63
Tweet721MentionsUser74,Mentions,721,74
Tweet1309MentionsUser110,Mentions,1309,110
Tweet1525MentionsUser54,Mentions,1525,54
Tweet662MentionsUser33,Mentions,662,33
Tweet1491MentionsUser91,Mentions,1491,91
Tweet487MentionsUser126,Mentions,487,126
Tweet1122MentionsUser96,Mentions,1122,96
Tweet535MentionsUser20,Mentions,535,20
Tweet538MentionsUser91,Mentions,538,91
Tweet997MentionsUser116,Mentions,997,116
Tweet1530MentionsUser19,Mentions,1530,19
Tweet599MentionsUser123,Mentions,599,123
Tweet1133MentionsUser136,Mentions,1133,136
Tweet697MentionsUser96,Mentions,697,96
Tweet598MentionsUser7,Mentions,598,7
Tweet1003MentionsUser71,Mentions,1003,71
Tweet969MentionsUser52,Mentions,969,52
Tweet1078MentionsUser34,Mentions,1078,34
Tweet194MentionsUser40,Mentions,194,40
Tweet360MentionsUser130,Mentions,360,130
Tweet815MentionsUser26,Mentions,815,26
Tweet844MentionsUser106,Mentions,844,106
Tweet383MentionsUser124,Mentions,383,124
Tweet424MentionsUser91,Mentions,424,91
Tweet864MentionsUser28,Mentions,864,28
Tweet1025MentionsUser143,Mentions,1025,143
Tweet1526MentionsUser29,Mentions,1526,29
Tweet992MentionsUser58,Mentions,992,58
Tweet1643MentionsUser58,Mentions,1643,58
Tweet346MentionsUser147,Mentions,346,147
Tweet168MentionsUser100,Mentions,168,100
Tweet1372MentionsUser115,Mentions,1372,115
Tweet618MentionsUser122,Mentions,618,122
Tweet1048MentionsUser83,Mentions,1048,83
Tweet1230MentionsUser84,Mentions,1230,84
Tweet1267MentionsUser73,Mentions,1267,73
Tweet410MentionsUser82,Mentions,410,82
Tweet1258MentionsUser137,Mentions,1258,137
Tweet1353MentionsUser93,Mentions,1353,93
Tweet1463MentionsUser51,Mentions,1463,51
Tweet1162MentionsUser141,Mentions,1162,141
Tweet1617MentionsUser99,Mentions,1617,99
Tweet1153MentionsUser75,Mentions,1153,75
Tweet168MentionsUser38,Mentions,168,38
Tweet1183MentionsUser65,Mentions,1183,65
Tweet238MentionsUser66,Mentions,238,66
Tweet523MentionsUser42,Mentions,523,42
Tweet1154MentionsUser101,Mentions,1154,101
Tweet1223MentionsUser45,Mentions,1223,45
Tweet1471MentionsUser32,Mentions,1471,32
Tweet199MentionsUser83,Mentions,199,83
Tweet622MentionsUser73,Mentions,622,73
Tweet229MentionsUser83,Mentions,229,83
Tweet1503MentionsUser24,Mentions,1503,24
Tweet1288MentionsUser68,Mentions,1288,68
Tweet1354MentionsUser136,Mentions,1354,136
Tweet381MentionsUser32,Mentions,381,32
Tweet176MentionsUser29,Mentions,176,29
Tweet381MentionsUser9,Mentions,381,9
Tweet193MentionsUser86,Mentions,193,86
Tweet1399MentionsUser113,Mentions,1399,113
Tweet1421MentionsUser65,Mentions,1421,65
Tweet1130MentionsUser113,Mentions,1130,113
Tweet1608MentionsUser44,Mentions,1608,44
Tweet367MentionsUser122,Mentions,367,122
Tweet1391MentionsUser4,Mentions,1391,4
Tweet1068MentionsUser101,Mentions,1068,101
Tweet1525MentionsUser64,Mentions,1525,64
Tweet1485MentionsUser124,Mentions,1485,124
Tweet937MentionsUser10,Mentions,937,10
Tweet252MentionsUser108,Mentions,252,108
Tweet1449MentionsUser63,Mentions,1449,63
Tweet713MentionsUser33,Mentions,713,33
Tweet344MentionsUser8,Mentions,344,8
Tweet687MentionsUser91,Mentions,687,91
Tweet231MentionsUser71,Mentions,231,71
Tweet496MentionsUser110,Mentions,496,110
Tweet506MentionsUser32,Mentions,506,32
Tweet617MentionsUser42,Mentions,617,42
Tweet1471MentionsUser114,Mentions,1471,114
Tweet466MentionsUser140,Mentions,466,140
Tweet913MentionsUser56,Mentions,913,56
Tweet192MentionsUser127,Mentions,192,127
Tweet1366MentionsUser12,Mentions,1366,12
Tweet865MentionsUser69,Mentions,865,69
Tweet1446MentionsUser127,Mentions,1446,127
Tweet1471MentionsUser73,Mentions,1471,73
Tweet1200MentionsUser80,Mentions,1200,80
Tweet1106MentionsUser139,Mentions,1106,139
Tweet1287MentionsUser114,Mentions,1287,114
Tweet282MentionsUser17,Mentions,282,17
Tweet414MentionsUser39,Mentions,414,39
Tweet236MentionsUser88,Mentions,236,88
Tweet1192MentionsUser129,Mentions,1192,129
Tweet1519MentionsUser20,Mentions,1519,20
Tweet1540MentionsUser108,Mentions,1540,108
Tweet618MentionsUser103,Mentions,618,103
Tweet1423MentionsUser27,Mentions,1423,27
Tweet1203MentionsUser54,Mentions,1203,54
Tweet426MentionsUser95,Mentions,426,95
Tweet1259MentionsUser118,Mentions,1259,118
Tweet1370MentionsUser50,Mentions,1370,50
Tweet655MentionsUser110,Mentions,655,110
Tweet969MentionsUser146,Mentions,969,146
Tweet899MentionsUser96,Mentions,899,96
Tweet1180MentionsUser83,Mentions,1180,83
Tweet1529MentionsUser99,Mentions,1529,99
Tweet1206MentionsUser35,Mentions,1206,35
Tweet668MentionsUser104,Mentions,668,104
Tweet964MentionsUser61,Mentions,964,61
Tweet1264MentionsUser94,Mentions,1264,94
Tweet1456MentionsUser92,Mentions,1456,92
Tweet220MentionsUser64,Mentions,220,64
Tweet792MentionsUser54,Mentions,792,54
Tweet338MentionsUser2,Mentions,338,2
Tweet211MentionsUser110,Mentions,211,110
Tweet323MentionsUser77,Mentions,323,77
Tweet1120MentionsUser40,Mentions,1120,40
Tweet1497MentionsUser110,Mentions,1497,110
Tweet152MentionsUser132,Mentions,152,132
Tweet300MentionsUser103,Mentions,300,103
Tweet1219MentionsUser8,Mentions,1219,8
Tweet265MentionsUser80,Mentions,265,80
Tweet1053MentionsUser34,Mentions,1053,34
Tweet384MentionsUser20,Mentions,384,20
Tweet1454MentionsUser90,Mentions,1454,90
Tweet747MentionsUser40,Mentions,747,40
Tweet159MentionsUser118,Mentions,159,118
Tweet1088MentionsUser76,Mentions,1088,76
Tweet1175MentionsUser56,Mentions,1175,56
Tweet944MentionsUser125,Mentions,944,125
Tweet1013MentionsUser42,Mentions,1013,42
Tweet561MentionsUser130,Mentions,561,130
Tweet856MentionsUser124,Mentions,856,124
Tweet575MentionsUser9,Mentions,575,9
Tweet1487MentionsUser135,Mentions,1487,135
Tweet611MentionsUser86,Mentions,611,86
Tweet1022MentionsUser88,Mentions,1022,88
Tweet361MentionsUser26,Mentions,361,26
Tweet1424MentionsUser118,Mentions,1424,118
Tweet1010MentionsUser67,Mentions,1010,67
Tweet989MentionsUser116,Mentions,989,116
Tweet726MentionsUser127,Mentions,726,127
Tweet635MentionsUser121,Mentions,635,121
Tweet1232MentionsUser130,Mentions,1232,130
Tweet660MentionsUser80,Mentions,660,80
Tweet1046MentionsUser31,Mentions,1046,31
Tweet723MentionsUser25,Mentions,723,25
Tweet543MentionsUser104,Mentions,543,104
Tweet620MentionsUser102,Mentions,620,102
Tweet342MentionsUser15,Mentions,342,15
Tweet608MentionsUser41,Mentions,608,41
Tweet302MentionsUser83,Mentions,302,83
Tweet585MentionsUser24,Mentions,585,24
Tweet981MentionsUser109,Mentions,981,109
Tweet1536MentionsUser60,Mentions,1536,60
Tweet1606MentionsUser106,Mentions,1606,106
Tweet728MentionsUser7,Mentions,728,7
Tweet1463MentionsUser75,Mentions,1463,75
Tweet737MentionsUser83,Mentions,737,83
Tweet648MentionsUser106,Mentions,648,106
Tweet1240MentionsUser102,Mentions,1240,102
Tweet212MentionsUser133,Mentions,212,133
Tweet369MentionsUser29,Mentions,369,29
Tweet1464MentionsUser133,Mentions,1464,133
Tweet1399MentionsUser88,Mentions,1399,88
Tweet1460MentionsUser65,Mentions,1460,65
Tweet1375MentionsUser83,Mentions,1375,83
Tweet989MentionsUser90,Mentions,989,90
Tweet1479MentionsUser28,Mentions,1479,28
Tweet1297MentionsUser36,Mentions,1297,36
Tweet1458MentionsUser36,Mentions,1458,36
Tweet1559MentionsUser92,Mentions,1559,92
Tweet1591MentionsUser54,Mentions,1591,54
Tweet615MentionsUser10,Mentions,615,10
Tweet322MentionsUser138,Mentions,322,138
Tweet699MentionsUser92,Mentions,699,92
Tweet850MentionsUser33,Mentions,850,33
Tweet156MentionsUser64,Mentions,156,64
Tweet1050MentionsUser19,Mentions,1050,19
Tweet543MentionsUser60,Mentions,543,60
Tweet1175MentionsUser20,Mentions,1175,20
Tweet1562MentionsUser69,Mentions,1562,69
Tweet1191MentionsUser9,Mentions,1191,9
Tweet176MentionsUser105,Mentions,176,105
Tweet488MentionsUser135,Mentions,488,135
Tweet1467MentionsUser97,Mentions,1467,97
Tweet243MentionsUser24,Mentions,243,24
Tweet1479MentionsUser76,Mentions,1479,76
Tweet151MentionsUser6,Mentions,151,6
Tweet782MentionsUser63,Mentions,782,63
Tweet239MentionsUser1,Mentions,239,1
Tweet1411MentionsUser145,Mentions,1411,145
Tweet876MentionsUser121,Mentions,876,121
Tweet815MentionsUser24,Mentions,815,24
Tweet1056MentionsUser122,Mentions,1056,122
Tweet1180MentionsUser101,Mentions,1180,101
Tweet1377MentionsUser1,Mentions,1377,1
Tweet1601MentionsUser82,Mentions,1601,82
Tweet1103MentionsUser137,Mentions,1103,137
Tweet1628MentionsUser27,Mentions,1628,27
Tweet705MentionsUser14,Mentions,705,14
Tweet857MentionsUser131,Mentions,857,131
Tweet1530MentionsUser63,Mentions,1530,63
Tweet1189MentionsUser125,Mentions,1189,125
Tweet1452MentionsUser144,Mentions,1452,144
Tweet1121MentionsUser71,Mentions,1121,71
Tweet502MentionsUser50,Mentions,502,50
Tweet828MentionsUser90,Mentions,828,90
Tweet1194MentionsUser138,Mentions,1194,138
Tweet1480MentionsUser7,Mentions,1480,7
Tweet1160MentionsUser17,Mentions,1160,17
Tweet1467MentionsUser147,Mentions,1467,147
Tweet672MentionsUser116,Mentions,672,116
Tweet1425MentionsUser141,Mentions,1425,141
Tweet1341MentionsUser110,Mentions,1341,110
Tweet1028MentionsUser107,Mentions,1028,107
Tweet1381MentionsUser128,Mentions,1381,128
Tweet852MentionsUser127,Mentions,852,127
Tweet700MentionsUser91,Mentions,700,91
Tweet651MentionsUser124,Mentions,651,124
Tweet554MentionsUser3,Mentions,554,3
Tweet435MentionsUser102,Mentions,435,102
Tweet1644MentionsUser8,Mentions,1644,8
Tweet1046MentionsUser68,Mentions,1046,68
Tweet1219MentionsUser34,Mentions,1219,34
Tweet218MentionsUser83,Mentions,218,83
Tweet1007MentionsUser60,Mentions,1007,60
Tweet1497MentionsUser66,Mentions,1497,66
Tweet1106MentionsUser146,Mentions,1106,146
Tweet512MentionsUser59,Mentions,512,59
Tweet812MentionsUser131,Mentions,812,131
Tweet694MentionsUser106,Mentions,694,106
Tweet704MentionsUser122,Mentions,704,122
Tweet1079MentionsUser96,Mentions,1079,96
Tweet686MentionsUser11,Mentions,686,11
Tweet996MentionsUser114,Mentions,996,114
Tweet481MentionsUser88,Mentions,481,88
Tweet1480MentionsUser18,Mentions,1480,18
Tweet635MentionsUser40,Mentions,635,40
Tweet485MentionsUser99,Mentions,485,99
Tweet1494MentionsUser24,Mentions,1494,24
Tweet507MentionsUser70,Mentions,507,70
Tweet897MentionsUser19,Mentions,897,19
Tweet1434MentionsUser70,Mentions,1434,70
Tweet351MentionsUser14,Mentions,351,14
Tweet1104MentionsUser149,Mentions,1104,149
Tweet469MentionsUser44,Mentions,469,44
Tweet1291MentionsUser9,Mentions,1291,9
Tweet1230MentionsUser119,Mentions,1230,119
Tweet451MentionsUser26,Mentions,451,26
Tweet454MentionsUser116,Mentions,454,116
Tweet1415MentionsUser118,Mentions,1415,118
Tweet1471MentionsUser52,Mentions,1471,52
Tweet815MentionsUser31,Mentions,815,31
Tweet579MentionsUser70,Mentions,579,70
Tweet1385MentionsUser40,Mentions,1385,40
Tweet1471MentionsUser36,Mentions,1471,36
Tweet1323MentionsUser144,Mentions,1323,144
Tweet827MentionsUser111,Mentions,827,111
Tweet1060MentionsUser86,Mentions,1060,86
Tweet1097MentionsUser18,Mentions,1097,18
Tweet379MentionsUser80,Mentions,379,80
Tweet1518MentionsUser87,Mentions,1518,87
Tweet517MentionsUser135,Mentions,517,135
Tweet1264MentionsUser122,Mentions,1264,122
Tweet1115MentionsUser67,Mentions,1115,67
Tweet1297MentionsUser39,Mentions,1297,39
Tweet922MentionsUser4,Mentions,922,4
Tweet493MentionsUser82,Mentions,493,82
Tweet1021MentionsUser106,Mentions,1021,106
Tweet1247MentionsUser30,Mentions,1247,30
Tweet1011MentionsUser92,Mentions,1011,92
Tweet1246MentionsUser73,Mentions,1246,73
Tweet170MentionsUser71,Mentions,170,71
Tweet333MentionsUser103,Mentions,333,103
Tweet1632MentionsUser79,Mentions,1632,79
Tweet152MentionsUser31,Mentions,152,31
Tweet616MentionsUser84,Mentions,616,84
Tweet339MentionsUser80,Mentions,339,80
Tweet885MentionsUser134,Mentions,885,134
Tweet662MentionsUser5,Mentions,662,5
Tweet1536MentionsUser94,Mentions,1536,94
Tweet691MentionsUser12,Mentions,691,12
Tweet656MentionsUser80,Mentions,656,80
Tweet287MentionsUser1,Mentions,287,1
Tweet1169MentionsUser142,Mentions,1169,142
Tweet608MentionsUser87,Mentions,608,87
Tweet468MentionsUser84,Mentions,468,84
Tweet762MentionsUser96,Mentions,762,96
Tweet1437MentionsUser47,Mentions,1437,47
Tweet1071MentionsUser85,Mentions,1071,85
Tweet931MentionsUser80,Mentions,931,80
Tweet1187MentionsUser72,Mentions,1187,72
Tweet210MentionsUser66,Mentions,210,66
Tweet921MentionsUser139,Mentions,921,139
Tweet1633MentionsUser145,Mentions,1633,145
Tweet1430MentionsUser21,Mentions,1430,21
Tweet159MentionsUser98,Mentions,159,98
Tweet377MentionsUser33,Mentions,377,33
Tweet1608MentionsUser148,Mentions,1608,148
Tweet450MentionsUser138,Mentions,450,138
Tweet192MentionsUser134,Mentions,192,134
Tweet1613MentionsUser89,Mentions,1613,89
Tweet1628MentionsUser2,Mentions,1628,2
Tweet735MentionsUser8,Mentions,735,8
Tweet272MentionsUser78,Mentions,272,78
Tweet918MentionsUser98,Mentions,918,98
Tweet1019MentionsUser137,Mentions,1019,137
Tweet1113MentionsUser80,Mentions,1113,80
Tweet246MentionsUser62,Mentions,246,62
Tweet1232MentionsUser4,Mentions,1232,4
Tweet1533MentionsUser59,Mentions,1533,59
Tweet973MentionsUser129,Mentions,973,129
Tweet564MentionsUser9,Mentions,564,9
Tweet1540MentionsUser47,Mentions,1540,47
Tweet1525MentionsUser128,Mentions,1525,128
Tweet1316MentionsUser113,Mentions,1316,113
Tweet400MentionsUser48,Mentions,400,48
Tweet217MentionsUser109,Mentions,217,109
Tweet348MentionsUser45,Mentions,348,45
Tweet217MentionsUser84,Mentions,217,84
Tweet1225MentionsUser115,Mentions,1225,115
Tweet447MentionsUser104,Mentions,447,104
Tweet1021MentionsUser100,Mentions,1021,100
Tweet203MentionsUser87,Mentions,203,87
Tweet1004MentionsUser78,Mentions,1004,78
Tweet343MentionsUser98,Mentions,343,98
Tweet1548MentionsUser89,Mentions,1548,89
Tweet1589MentionsUser4,Mentions,1589,4
Tweet812MentionsUser82,Mentions,812,82
Tweet630MentionsUser66,Mentions,630,66
Tweet1142MentionsUser52,Mentions,1142,52
Tweet406MentionsUser128,Mentions,406,128
Tweet1586MentionsUser92,Mentions,1586,92
Tweet516MentionsUser54,Mentions,516,54
Tweet1558MentionsUser3,Mentions,1558,3
Tweet1623MentionsUser137,Mentions,1623,137
Tweet1507MentionsUser39,Mentions,1507,39
Tweet1024MentionsUser70,Mentions,1024,70
Tweet638MentionsUser100,Mentions,638,100
Tweet298MentionsUser99,Mentions,298,99
Tweet1536MentionsUser16,Mentions,1536,16
Tweet369MentionsUser142,Mentions,369,142
Tweet1083MentionsUser22,Mentions,1083,22
Tweet1605MentionsUser55,Mentions,1605,55
Tweet806MentionsUser61,Mentions,806,61
Tweet1434MentionsUser147,Mentions,1434,147
Tweet1274MentionsUser16,Mentions,1274,16
Tweet593MentionsUser110,Mentions,593,110
Tweet1218MentionsUser27,Mentions,1218,27
Tweet623MentionsUser15,Mentions,623,15
Tweet660MentionsUser98,Mentions,660,98
Tweet417MentionsUser127,Mentions,417,127
Tweet415MentionsUser34,Mentions,415,34
Tweet816MentionsUser87,Mentions,816,87
Tweet1464MentionsUser69,Mentions,1464,69
Tweet1346MentionsUser8,Mentions,1346,8
Tweet1383MentionsUser99,Mentions,1383,99
Tweet880MentionsUser148,Mentions,880,148
Tweet446MentionsUser34,Mentions,446,34
Tweet1402MentionsUser27,Mentions,1402,27
Tweet504MentionsUser114,Mentions,504,114
Tweet668MentionsUser131,Mentions,668,131
Tweet1641MentionsUser33,Mentions,1641,33
Tweet893MentionsUser45,Mentions,893,45
Tweet163MentionsUser134,Mentions,163,134
Tweet1151MentionsUser100,Mentions,1151,100
Tweet974MentionsUser119,Mentions,974,119
Tweet261MentionsUser33,Mentions,261,33
Tweet432MentionsUser132,Mentions,432,132
Tweet910MentionsUser49,Mentions,910,49
Tweet890MentionsUser92,Mentions,890,92
Tweet707MentionsUser110,Mentions,707,110
Tweet319MentionsUser38,Mentions,319,38
Tweet1480MentionsUser48,Mentions,1480,48
Tweet929MentionsUser54,Mentions,929,54
Tweet1112MentionsUser47,Mentions,1112,47
Tweet778MentionsUser58,Mentions,778,58
Tweet770MentionsUser107,Mentions,770,107
Tweet472MentionsUser46,Mentions,472,46
Tweet1494MentionsUser98,Mentions,1494,98
Tweet1124MentionsUser66,Mentions,1124,66
Tweet788MentionsUser58,Mentions,788,58
Tweet534MentionsUser7,Mentions,534,7
Tweet709MentionsUser131,Mentions,709,131
Tweet642MentionsUser54,Mentions,642,54
Tweet672MentionsUser147,Mentions,672,147
Tweet1639MentionsUser98,Mentions,1639,98
Tweet428MentionsUser14,Mentions,428,14
Tweet1298MentionsUser41,Mentions,1298,41
Tweet339MentionsUser2,Mentions,339,2
Tweet649MentionsUser86,Mentions,649,86
Tweet1325MentionsUser50,Mentions,1325,50
Tweet1184MentionsUser98,Mentions,1184,98
Tweet827MentionsUser67,Mentions,827,67
Tweet1511MentionsUser116,Mentions,1511,116
Tweet560MentionsUser129,Mentions,560,129
Tweet714MentionsUser34,Mentions,714,34
Tweet417MentionsUser34,Mentions,417,34
Tweet1558MentionsUser141,Mentions,1558,141
Tweet1079MentionsUser117,Mentions,1079,117
Tweet445MentionsUser119,Mentions,445,119
